Col	Row	ESRI	RMS
3860	3120	56.21067	10.3304
3861	3120	56.11745	10.3304
3862	3120	56.02423	10.3304
3863	3120	55.9704	10.3304
3864	3120	55.9304	10.3304
3865	3120	55.8904	10.3304
3866	3120	55.8504	10.3304
3867	3120	55.8104	10.3304
3868	3120	55.7704	10.3304
3869	3120	55.7304	10.3304
3870	3120	55.6904	10.3304
3871	3120	55.6504	10.3304
3872	3120	55.6104	10.3304
3873	3120	55.5704	10.3304
3874	3120	55.5304	10.3304
3875	3120	55.4904	10.3304
3876	3120	55.4504	10.3304
3877	3120	55.4104	10.3304
3878	3120	55.3704	10.3304
3879	3120	55.3304	10.3304
3880	3120	55.2904	10.3304
3881	3120	55.2504	10.3304
3882	3120	55.2104	10.3304
3883	3120	55.1704	10.3304
3884	3120	55.1304	10.3304
3885	3120	55.0904	10.3304
3886	3120	55.0504	10.3304
3887	3120	55.0104	10.3304
3888	3120	54.98018	10.35022
3889	3120	54.9534	10.377
3890	3120	54.92661	10.40379
3891	3120	54.89983	10.43057
3892	3120	54.87304	10.45736
3893	3120	54.84626	10.48414
3894	3120	54.81948	10.51092
3895	3120	54.79269	10.53771
3896	3120	54.76591	10.56449
3897	3120	54.73912	10.59128
3898	3120	54.71234	10.61806
3899	3120	54.68555	10.64484
3900	3120	54.65877	10.67163
3901	3120	54.63199	10.69841
3902	3120	54.60521	10.7252
3903	3120	54.57842	10.75198
3904	3120	54.55164	10.77876
3815	3121	62.2618	10.0406
3816	3121	62.08699	10.05541
3817	3121	61.91217	10.07023
3818	3121	61.73735	10.08504
3819	3121	61.56254	10.09986
3820	3121	61.38773	10.11468
3821	3121	61.21291	10.12949
3822	3121	61.03809	10.14431
3823	3121	60.86328	10.15912
3824	3121	60.68846	10.17394
3825	3121	60.51365	10.18876
3826	3121	60.33883	10.20357
3827	3121	60.16401	10.21839
3828	3121	59.9892	10.2332
3829	3121	59.81438	10.24802
3830	3121	59.63956	10.26284
3831	3121	59.46475	10.27765
3832	3121	59.28993	10.29247
3833	3121	59.11512	10.30728
3834	3121	58.9403	10.3221
3835	3121	58.76548	10.33692
3836	3121	58.59067	10.35173
3837	3121	58.41585	10.36655
3838	3121	58.30024	10.3704
3839	3121	58.20542	10.3704
3840	3121	58.1106	10.3704
3841	3121	58.01579	10.3704
3842	3121	57.92097	10.3704
3843	3121	57.82616	10.3704
3844	3121	57.73134	10.3704
3845	3121	57.63652	10.3704
3846	3121	57.54171	10.3704
3847	3121	57.44689	10.3704
3848	3121	57.35208	10.3704
3849	3121	57.25726	10.3704
3850	3121	57.16245	10.3704
3851	3121	57.06763	10.3704
3852	3121	56.97281	10.3704
3853	3121	56.87799	10.3704
3854	3121	56.78318	10.3704
3855	3121	56.68837	10.3704
3856	3121	56.59355	10.3704
3857	3121	56.49873	10.3704
3858	3121	56.40392	10.3704
3859	3121	56.3091	10.3704
3860	3121	56.21428	10.3704
3861	3121	56.11947	10.3704
3862	3121	56.02465	10.3704
3863	3121	55.9704	10.3704
3864	3121	55.9304	10.3704
3865	3121	55.8904	10.3704
3866	3121	55.8504	10.3704
3867	3121	55.8104	10.3704
3868	3121	55.7704	10.3704
3869	3121	55.7304	10.3704
3870	3121	55.6904	10.3704
3871	3121	55.6504	10.3704
3872	3121	55.6104	10.3704
3873	3121	55.5704	10.3704
3874	3121	55.5304	10.3704
3875	3121	55.4904	10.3704
3876	3121	55.4504	10.3704
3877	3121	55.4104	10.3704
3878	3121	55.3704	10.3704
3879	3121	55.3304	10.3704
3880	3121	55.2904	10.3704
3881	3121	55.2504	10.3704
3882	3121	55.2104	10.3704
3883	3121	55.1704	10.3704
3884	3121	55.1304	10.3704
3885	3121	55.0904	10.3704
3886	3121	55.0504	10.3704
3887	3121	55.0104	10.3704
3888	3121	54.98137	10.38904
3889	3121	54.95618	10.41422
3890	3121	54.931	10.4394
3891	3121	54.90581	10.46459
3892	3121	54.88063	10.48977
3893	3121	54.85544	10.51496
3894	3121	54.83026	10.54014
3895	3121	54.80508	10.56532
3896	3121	54.77989	10.59051
3897	3121	54.75471	10.61569
3898	3121	54.72952	10.64088
3899	3121	54.70434	10.66606
3900	3121	54.67916	10.69124
3901	3121	54.65397	10.71643
3902	3121	54.62879	10.74161
3903	3121	54.6036	10.7668
3904	3121	54.57842	10.79198
3815	3122	62.33742	10.04498
3816	3122	62.161	10.0614
3817	3122	61.98459	10.07781
3818	3122	61.80817	10.09423
3819	3122	61.63176	10.11064
3820	3122	61.45534	10.12706
3821	3122	61.27892	10.14348
3822	3122	61.10251	10.15989
3823	3122	60.92609	10.17631
3824	3122	60.74968	10.19272
3825	3122	60.57326	10.20914
3826	3122	60.39684	10.22556
3827	3122	60.22043	10.24197
3828	3122	60.04401	10.25839
3829	3122	59.8676	10.2748
3830	3122	59.69118	10.29122
3831	3122	59.51476	10.30764
3832	3122	59.33835	10.32405
3833	3122	59.16193	10.34047
3834	3122	58.98552	10.35688
3835	3122	58.8091	10.3733
3836	3122	58.63268	10.38972
3837	3122	58.45627	10.40613
3838	3122	58.33905	10.4104
3839	3122	58.24264	10.4104
3840	3122	58.14622	10.4104
3841	3122	58.0498	10.4104
3842	3122	57.95339	10.4104
3843	3122	57.85697	10.4104
3844	3122	57.76056	10.4104
3845	3122	57.66414	10.4104
3846	3122	57.56772	10.4104
3847	3122	57.47131	10.4104
3848	3122	57.37489	10.4104
3849	3122	57.27848	10.4104
3850	3122	57.18206	10.4104
3851	3122	57.08564	10.4104
3852	3122	56.98923	10.4104
3853	3122	56.89281	10.4104
3854	3122	56.79639	10.4104
3855	3122	56.69998	10.4104
3856	3122	56.60357	10.4104
3857	3122	56.50715	10.4104
3858	3122	56.41073	10.4104
3859	3122	56.31432	10.4104
3860	3122	56.2179	10.4104
3861	3122	56.12148	10.4104
3862	3122	56.02507	10.4104
3863	3122	55.9704	10.4104
3864	3122	55.9304	10.4104
3865	3122	55.8904	10.4104
3866	3122	55.8504	10.4104
3867	3122	55.8104	10.4104
3868	3122	55.7704	10.4104
3869	3122	55.7304	10.4104
3870	3122	55.6904	10.4104
3871	3122	55.6504	10.4104
3872	3122	55.6104	10.4104
3873	3122	55.5704	10.4104
3874	3122	55.5304	10.4104
3875	3122	55.4904	10.4104
3876	3122	55.4504	10.4104
3877	3122	55.4104	10.4104
3878	3122	55.3704	10.4104
3879	3122	55.3304	10.4104
3880	3122	55.2904	10.4104
3881	3122	55.2504	10.4104
3882	3122	55.2104	10.4104
3883	3122	55.1704	10.4104
3884	3122	55.1304	10.4104
3885	3122	55.0904	10.4104
3886	3122	55.0504	10.4104
3887	3122	55.0104	10.4104
3888	3122	54.98255	10.42785
3889	3122	54.95897	10.45144
3890	3122	54.93538	10.47502
3891	3122	54.9118	10.4986
3892	3122	54.88821	10.52219
3893	3122	54.86463	10.54577
3894	3122	54.84105	10.56936
3895	3122	54.81746	10.59294
3896	3122	54.79388	10.61652
3897	3122	54.77029	10.64011
3898	3122	54.74671	10.66369
3899	3122	54.72313	10.68728
3900	3122	54.69954	10.71086
3901	3122	54.67596	10.73444
3902	3122	54.65237	10.75803
3903	3122	54.62879	10.78161
3904	3122	54.60521	10.8052
3815	3123	62.41304	10.04936
3816	3123	62.23502	10.06738
3817	3123	62.057	10.0854
3818	3123	61.87899	10.10341
3819	3123	61.70097	10.12143
3820	3123	61.52296	10.13944
3821	3123	61.34494	10.15746
3822	3123	61.16692	10.17548
3823	3123	60.98891	10.19349
3824	3123	60.81089	10.21151
3825	3123	60.63288	10.22952
3826	3123	60.45486	10.24754
3827	3123	60.27684	10.26556
3828	3123	60.09883	10.28357
3829	3123	59.92081	10.30159
3830	3123	59.7428	10.3196
3831	3123	59.56478	10.33762
3832	3123	59.38676	10.35564
3833	3123	59.20875	10.37365
3834	3123	59.03073	10.39167
3835	3123	58.85271	10.40968
3836	3123	58.6747	10.4277
3837	3123	58.49669	10.44572
3838	3123	58.37787	10.4504
3839	3123	58.27985	10.4504
3840	3123	58.18184	10.4504
3841	3123	58.08382	10.4504
3842	3123	57.98581	10.4504
3843	3123	57.88779	10.4504
3844	3123	57.78977	10.4504
3845	3123	57.69176	10.4504
3846	3123	57.59374	10.4504
3847	3123	57.49572	10.4504
3848	3123	57.39771	10.4504
3849	3123	57.29969	10.4504
3850	3123	57.20168	10.4504
3851	3123	57.10366	10.4504
3852	3123	57.00565	10.4504
3853	3123	56.90763	10.4504
3854	3123	56.80961	10.4504
3855	3123	56.7116	10.4504
3856	3123	56.61358	10.4504
3857	3123	56.51556	10.4504
3858	3123	56.41755	10.4504
3859	3123	56.31953	10.4504
3860	3123	56.22152	10.4504
3861	3123	56.1235	10.4504
3862	3123	56.02549	10.4504
3863	3123	55.9704	10.4504
3864	3123	55.9304	10.4504
3865	3123	55.8904	10.4504
3866	3123	55.8504	10.4504
3867	3123	55.8104	10.4504
3868	3123	55.7704	10.4504
3869	3123	55.7304	10.4504
3870	3123	55.6904	10.4504
3871	3123	55.6504	10.4504
3872	3123	55.6104	10.4504
3873	3123	55.5704	10.4504
3874	3123	55.5304	10.4504
3875	3123	55.4904	10.4504
3876	3123	55.4504	10.4504
3877	3123	55.4104	10.4504
3878	3123	55.3704	10.4504
3879	3123	55.3304	10.4504
3880	3123	55.2904	10.4504
3881	3123	55.2504	10.4504
3882	3123	55.2104	10.4504
3883	3123	55.1704	10.4504
3884	3123	55.1304	10.4504
3885	3123	55.0904	10.4504
3886	3123	55.0504	10.4504
3887	3123	55.0104	10.4504
3888	3123	54.98373	10.46667
3889	3123	54.96175	10.48865
3890	3123	54.93976	10.51064
3891	3123	54.91778	10.53262
3892	3123	54.8958	10.5546
3893	3123	54.87381	10.57659
3894	3123	54.85183	10.59857
3895	3123	54.82985	10.62056
3896	3123	54.80786	10.64254
3897	3123	54.78588	10.66452
3898	3123	54.76389	10.68651
3899	3123	54.74191	10.70849
3900	3123	54.71992	10.73048
3901	3123	54.69794	10.75246
3902	3123	54.67596	10.77444
3903	3123	54.65397	10.79643
3904	3123	54.63199	10.81841
3815	3124	62.48865	10.05375
3816	3124	62.30904	10.07336
3817	3124	62.12942	10.09298
3818	3124	61.9498	10.1126
3819	3124	61.77019	10.13221
3820	3124	61.59057	10.15183
3821	3124	61.41096	10.17144
3822	3124	61.23134	10.19106
3823	3124	61.05172	10.21068
3824	3124	60.87211	10.23029
3825	3124	60.69249	10.24991
3826	3124	60.51287	10.26952
3827	3124	60.33326	10.28914
3828	3124	60.15364	10.30876
3829	3124	59.97403	10.32837
3830	3124	59.79441	10.34799
3831	3124	59.6148	10.3676
3832	3124	59.43518	10.38722
3833	3124	59.25557	10.40684
3834	3124	59.07595	10.42645
3835	3124	58.89633	10.44607
3836	3124	58.71672	10.46568
3837	3124	58.5371	10.4853
3838	3124	58.41668	10.4904
3839	3124	58.31707	10.4904
3840	3124	58.21745	10.4904
3841	3124	58.11784	10.4904
3842	3124	58.01822	10.4904
3843	3124	57.91861	10.4904
3844	3124	57.81899	10.4904
3845	3124	57.71937	10.4904
3846	3124	57.61975	10.4904
3847	3124	57.52014	10.4904
3848	3124	57.42052	10.4904
3849	3124	57.32091	10.4904
3850	3124	57.22129	10.4904
3851	3124	57.12168	10.4904
3852	3124	57.02206	10.4904
3853	3124	56.92244	10.4904
3854	3124	56.82283	10.4904
3855	3124	56.72321	10.4904
3856	3124	56.6236	10.4904
3857	3124	56.52398	10.4904
3858	3124	56.42437	10.4904
3859	3124	56.32475	10.4904
3860	3124	56.22513	10.4904
3861	3124	56.12551	10.4904
3862	3124	56.0259	10.4904
3863	3124	55.9704	10.4904
3864	3124	55.9304	10.4904
3865	3124	55.8904	10.4904
3866	3124	55.8504	10.4904
3867	3124	55.8104	10.4904
3868	3124	55.7704	10.4904
3869	3124	55.7304	10.4904
3870	3124	55.6904	10.4904
3871	3124	55.6504	10.4904
3872	3124	55.6104	10.4904
3873	3124	55.5704	10.4904
3874	3124	55.5304	10.4904
3875	3124	55.4904	10.4904
3876	3124	55.4504	10.4904
3877	3124	55.4104	10.4904
3878	3124	55.3704	10.4904
3879	3124	55.3304	10.4904
3880	3124	55.2904	10.4904
3881	3124	55.2504	10.4904
3882	3124	55.2104	10.4904
3883	3124	55.1704	10.4904
3884	3124	55.1304	10.4904
3885	3124	55.0904	10.4904
3886	3124	55.0504	10.4904
3887	3124	55.0104	10.4904
3888	3124	54.98492	10.50548
3889	3124	54.96453	10.52587
3890	3124	54.94415	10.54625
3891	3124	54.92376	10.56664
3892	3124	54.90338	10.58702
3893	3124	54.883	10.6074
3894	3124	54.86261	10.62779
3895	3124	54.84223	10.64817
3896	3124	54.82184	10.66856
3897	3124	54.80146	10.68894
3898	3124	54.78107	10.70932
3899	3124	54.76069	10.72971
3900	3124	54.74031	10.75009
3901	3124	54.71992	10.77048
3902	3124	54.69954	10.79086
3903	3124	54.67916	10.81124
3904	3124	54.65877	10.83163
3815	3125	62.56427	10.05813
3816	3125	62.38305	10.07935
3817	3125	62.20184	10.10056
3818	3125	62.02062	10.12178
3819	3125	61.83941	10.143
3820	3125	61.65819	10.16421
3821	3125	61.47697	10.18543
3822	3125	61.29576	10.20664
3823	3125	61.11454	10.22786
3824	3125	60.93332	10.24908
3825	3125	60.75211	10.27029
3826	3125	60.57089	10.29151
3827	3125	60.38968	10.31272
3828	3125	60.20846	10.33394
3829	3125	60.02724	10.35516
3830	3125	59.84603	10.37637
3831	3125	59.66481	10.39759
3832	3125	59.4836	10.4188
3833	3125	59.30238	10.44002
3834	3125	59.12116	10.46124
3835	3125	58.93995	10.48245
3836	3125	58.75873	10.50367
3837	3125	58.57751	10.52488
3838	3125	58.4555	10.5304
3839	3125	58.35428	10.5304
3840	3125	58.25307	10.5304
3841	3125	58.15185	10.5304
3842	3125	58.05064	10.5304
3843	3125	57.94942	10.5304
3844	3125	57.84821	10.5304
3845	3125	57.74699	10.5304
3846	3125	57.64577	10.5304
3847	3125	57.54456	10.5304
3848	3125	57.44334	10.5304
3849	3125	57.34212	10.5304
3850	3125	57.24091	10.5304
3851	3125	57.13969	10.5304
3852	3125	57.03848	10.5304
3853	3125	56.93726	10.5304
3854	3125	56.83604	10.5304
3855	3125	56.73483	10.5304
3856	3125	56.63361	10.5304
3857	3125	56.53239	10.5304
3858	3125	56.43118	10.5304
3859	3125	56.32996	10.5304
3860	3125	56.22875	10.5304
3861	3125	56.12753	10.5304
3862	3125	56.02632	10.5304
3863	3125	55.9704	10.5304
3864	3125	55.9304	10.5304
3865	3125	55.8904	10.5304
3866	3125	55.8504	10.5304
3867	3125	55.8104	10.5304
3868	3125	55.7704	10.5304
3869	3125	55.7304	10.5304
3870	3125	55.6904	10.5304
3871	3125	55.6504	10.5304
3872	3125	55.6104	10.5304
3873	3125	55.5704	10.5304
3874	3125	55.5304	10.5304
3875	3125	55.4904	10.5304
3876	3125	55.4504	10.5304
3877	3125	55.4104	10.5304
3878	3125	55.3704	10.5304
3879	3125	55.3304	10.5304
3880	3125	55.2904	10.5304
3881	3125	55.2504	10.5304
3882	3125	55.2104	10.5304
3883	3125	55.1704	10.5304
3884	3125	55.1304	10.5304
3885	3125	55.0904	10.5304
3886	3125	55.0504	10.5304
3887	3125	55.0104	10.5304
3888	3125	54.9861	10.5443
3889	3125	54.96732	10.56308
3890	3125	54.94853	10.58187
3891	3125	54.92975	10.60065
3892	3125	54.91096	10.61944
3893	3125	54.89218	10.63822
3894	3125	54.87339	10.657
3895	3125	54.85461	10.67579
3896	3125	54.83583	10.69457
3897	3125	54.81704	10.71336
3898	3125	54.79826	10.73214
3899	3125	54.77948	10.75092
3900	3125	54.76069	10.76971
3901	3125	54.74191	10.78849
3902	3125	54.72313	10.80728
3903	3125	54.70434	10.82606
3904	3125	54.68555	10.84484
3815	3126	62.63988	10.06252
3816	3126	62.45707	10.08533
3817	3126	62.27425	10.10815
3818	3126	62.09143	10.13096
3819	3126	61.90862	10.15378
3820	3126	61.7258	10.1766
3821	3126	61.54299	10.19941
3822	3126	61.36017	10.22223
3823	3126	61.17736	10.24504
3824	3126	60.99454	10.26786
3825	3126	60.81173	10.29068
3826	3126	60.62891	10.31349
3827	3126	60.44609	10.33631
3828	3126	60.26328	10.35912
3829	3126	60.08046	10.38194
3830	3126	59.89764	10.40476
3831	3126	59.71483	10.42757
3832	3126	59.53201	10.45039
3833	3126	59.3492	10.4732
3834	3126	59.16638	10.49602
3835	3126	58.98356	10.51884
3836	3126	58.80075	10.54165
3837	3126	58.61793	10.56447
3838	3126	58.49432	10.5704
3839	3126	58.3915	10.5704
3840	3126	58.28868	10.5704
3841	3126	58.18587	10.5704
3842	3126	58.08305	10.5704
3843	3126	57.98024	10.5704
3844	3126	57.87742	10.5704
3845	3126	57.7746	10.5704
3846	3126	57.67179	10.5704
3847	3126	57.56897	10.5704
3848	3126	57.46616	10.5704
3849	3126	57.36334	10.5704
3850	3126	57.26052	10.5704
3851	3126	57.15771	10.5704
3852	3126	57.05489	10.5704
3853	3126	56.95208	10.5704
3854	3126	56.84926	10.5704
3855	3126	56.74644	10.5704
3856	3126	56.64363	10.5704
3857	3126	56.54081	10.5704
3858	3126	56.438	10.5704
3859	3126	56.33518	10.5704
3860	3126	56.23236	10.5704
3861	3126	56.12955	10.5704
3862	3126	56.02673	10.5704
3863	3126	55.9704	10.5704
3864	3126	55.9304	10.5704
3865	3126	55.8904	10.5704
3866	3126	55.8504	10.5704
3867	3126	55.8104	10.5704
3868	3126	55.7704	10.5704
3869	3126	55.7304	10.5704
3870	3126	55.6904	10.5704
3871	3126	55.6504	10.5704
3872	3126	55.6104	10.5704
3873	3126	55.5704	10.5704
3874	3126	55.5304	10.5704
3875	3126	55.4904	10.5704
3876	3126	55.4504	10.5704
3877	3126	55.4104	10.5704
3878	3126	55.3704	10.5704
3879	3126	55.3304	10.5704
3880	3126	55.2904	10.5704
3881	3126	55.2504	10.5704
3882	3126	55.2104	10.5704
3883	3126	55.1704	10.5704
3884	3126	55.1304	10.5704
3885	3126	55.0904	10.5704
3886	3126	55.0504	10.5704
3887	3126	55.0104	10.5704
3888	3126	54.98729	10.58312
3889	3126	54.9701	10.6003
3890	3126	54.95292	10.61748
3891	3126	54.93573	10.63467
3892	3126	54.91855	10.65185
3893	3126	54.90136	10.66904
3894	3126	54.88418	10.68622
3895	3126	54.867	10.7034
3896	3126	54.84981	10.72059
3897	3126	54.83263	10.73777
3898	3126	54.81544	10.75496
3899	3126	54.79826	10.77214
3900	3126	54.78107	10.78932
3901	3126	54.76389	10.80651
3902	3126	54.74671	10.82369
3903	3126	54.72952	10.84088
3904	3126	54.71234	10.85806
3815	3127	62.7155	10.0669
3816	3127	62.53109	10.09132
3817	3127	62.34667	10.11573
3818	3127	62.16225	10.14015
3819	3127	61.97784	10.16456
3820	3127	61.79342	10.18898
3821	3127	61.609	10.2134
3822	3127	61.42459	10.23781
3823	3127	61.24017	10.26223
3824	3127	61.05576	10.28664
3825	3127	60.87134	10.31106
3826	3127	60.68692	10.33548
3827	3127	60.50251	10.35989
3828	3127	60.31809	10.38431
3829	3127	60.13367	10.40872
3830	3127	59.94926	10.43314
3831	3127	59.76484	10.45756
3832	3127	59.58043	10.48197
3833	3127	59.39601	10.50639
3834	3127	59.2116	10.5308
3835	3127	59.02718	10.55522
3836	3127	58.84277	10.57964
3837	3127	58.65835	10.60405
3838	3127	58.53313	10.6104
3839	3127	58.42871	10.6104
3840	3127	58.3243	10.6104
3841	3127	58.21988	10.6104
3842	3127	58.11547	10.6104
3843	3127	58.01105	10.6104
3844	3127	57.90664	10.6104
3845	3127	57.80222	10.6104
3846	3127	57.6978	10.6104
3847	3127	57.59339	10.6104
3848	3127	57.48897	10.6104
3849	3127	57.38456	10.6104
3850	3127	57.28014	10.6104
3851	3127	57.17572	10.6104
3852	3127	57.07131	10.6104
3853	3127	56.96689	10.6104
3854	3127	56.86248	10.6104
3855	3127	56.75806	10.6104
3856	3127	56.65364	10.6104
3857	3127	56.54923	10.6104
3858	3127	56.44481	10.6104
3859	3127	56.3404	10.6104
3860	3127	56.23598	10.6104
3861	3127	56.13157	10.6104
3862	3127	56.02715	10.6104
3863	3127	55.9704	10.6104
3864	3127	55.9304	10.6104
3865	3127	55.8904	10.6104
3866	3127	55.8504	10.6104
3867	3127	55.8104	10.6104
3868	3127	55.7704	10.6104
3869	3127	55.7304	10.6104
3870	3127	55.6904	10.6104
3871	3127	55.6504	10.6104
3872	3127	55.6104	10.6104
3873	3127	55.5704	10.6104
3874	3127	55.5304	10.6104
3875	3127	55.4904	10.6104
3876	3127	55.4504	10.6104
3877	3127	55.4104	10.6104
3878	3127	55.3704	10.6104
3879	3127	55.3304	10.6104
3880	3127	55.2904	10.6104
3881	3127	55.2504	10.6104
3882	3127	55.2104	10.6104
3883	3127	55.1704	10.6104
3884	3127	55.1304	10.6104
3885	3127	55.0904	10.6104
3886	3127	55.0504	10.6104
3887	3127	55.0104	10.6104
3888	3127	54.98847	10.62193
3889	3127	54.97289	10.63752
3890	3127	54.9573	10.6531
3891	3127	54.94172	10.66868
3892	3127	54.92613	10.68427
3893	3127	54.91055	10.69985
3894	3127	54.89496	10.71544
3895	3127	54.87938	10.73102
3896	3127	54.8638	10.7466
3897	3127	54.84821	10.76219
3898	3127	54.83263	10.77777
3899	3127	54.81704	10.79336
3900	3127	54.80146	10.80894
3901	3127	54.78588	10.82452
3902	3127	54.77029	10.84011
3903	3127	54.75471	10.85569
3904	3127	54.73912	10.87128
3815	3128	62.79111	10.07128
3816	3128	62.6051	10.0973
3817	3128	62.41908	10.12332
3818	3128	62.23307	10.14933
3819	3128	62.04705	10.17535
3820	3128	61.86103	10.20136
3821	3128	61.67502	10.22738
3822	3128	61.48901	10.2534
3823	3128	61.30299	10.27941
3824	3128	61.11697	10.30543
3825	3128	60.93096	10.33144
3826	3128	60.74494	10.35746
3827	3128	60.55893	10.38348
3828	3128	60.37291	10.40949
3829	3128	60.18689	10.43551
3830	3128	60.00088	10.46152
3831	3128	59.81486	10.48754
3832	3128	59.62885	10.51356
3833	3128	59.44283	10.53957
3834	3128	59.25681	10.56559
3835	3128	59.0708	10.5916
3836	3128	58.88478	10.61762
3837	3128	58.69876	10.64364
3838	3128	58.57195	10.6504
3839	3128	58.46593	10.6504
3840	3128	58.35992	10.6504
3841	3128	58.2539	10.6504
3842	3128	58.14788	10.6504
3843	3128	58.04187	10.6504
3844	3128	57.93585	10.6504
3845	3128	57.82984	10.6504
3846	3128	57.72382	10.6504
3847	3128	57.61781	10.6504
3848	3128	57.51179	10.6504
3849	3128	57.40577	10.6504
3850	3128	57.29976	10.6504
3851	3128	57.19374	10.6504
3852	3128	57.08772	10.6504
3853	3128	56.98171	10.6504
3854	3128	56.87569	10.6504
3855	3128	56.76968	10.6504
3856	3128	56.66366	10.6504
3857	3128	56.55764	10.6504
3858	3128	56.45163	10.6504
3859	3128	56.34561	10.6504
3860	3128	56.2396	10.6504
3861	3128	56.13358	10.6504
3862	3128	56.02757	10.6504
3863	3128	55.9704	10.6504
3864	3128	55.9304	10.6504
3865	3128	55.8904	10.6504
3866	3128	55.8504	10.6504
3867	3128	55.8104	10.6504
3868	3128	55.7704	10.6504
3869	3128	55.7304	10.6504
3870	3128	55.6904	10.6504
3871	3128	55.6504	10.6504
3872	3128	55.6104	10.6504
3873	3128	55.5704	10.6504
3874	3128	55.5304	10.6504
3875	3128	55.4904	10.6504
3876	3128	55.4504	10.6504
3877	3128	55.4104	10.6504
3878	3128	55.3704	10.6504
3879	3128	55.3304	10.6504
3880	3128	55.2904	10.6504
3881	3128	55.2504	10.6504
3882	3128	55.2104	10.6504
3883	3128	55.1704	10.6504
3884	3128	55.1304	10.6504
3885	3128	55.0904	10.6504
3886	3128	55.0504	10.6504
3887	3128	55.0104	10.6504
3888	3128	54.98965	10.66075
3889	3128	54.97567	10.67473
3890	3128	54.96169	10.68872
3891	3128	54.9477	10.7027
3892	3128	54.93372	10.71668
3893	3128	54.91973	10.73067
3894	3128	54.90575	10.74465
3895	3128	54.89177	10.75864
3896	3128	54.87778	10.77262
3897	3128	54.8638	10.7866
3898	3128	54.84981	10.80059
3899	3128	54.83583	10.81457
3900	3128	54.82184	10.82856
3901	3128	54.80786	10.84254
3902	3128	54.79388	10.85652
3903	3128	54.77989	10.87051
3904	3128	54.76591	10.88449
3815	3129	62.86673	10.07567
3816	3129	62.67912	10.10328
3817	3129	62.4915	10.1309
3818	3129	62.30388	10.15852
3819	3129	62.11627	10.18613
3820	3129	61.92865	10.21375
3821	3129	61.74104	10.24136
3822	3129	61.55342	10.26898
3823	3129	61.3658	10.2966
3824	3129	61.17819	10.32421
3825	3129	60.99057	10.35183
3826	3129	60.80296	10.37944
3827	3129	60.61534	10.40706
3828	3129	60.42772	10.43468
3829	3129	60.24011	10.46229
3830	3129	60.05249	10.48991
3831	3129	59.86488	10.51752
3832	3129	59.67726	10.54514
3833	3129	59.48964	10.57276
3834	3129	59.30203	10.60037
3835	3129	59.11441	10.62799
3836	3129	58.9268	10.6556
3837	3129	58.73918	10.68322
3838	3129	58.61076	10.6904
3839	3129	58.50315	10.6904
3840	3129	58.39553	10.6904
3841	3129	58.28791	10.6904
3842	3129	58.1803	10.6904
3843	3129	58.07269	10.6904
3844	3129	57.96507	10.6904
3845	3129	57.85745	10.6904
3846	3129	57.74984	10.6904
3847	3129	57.64222	10.6904
3848	3129	57.5346	10.6904
3849	3129	57.42699	10.6904
3850	3129	57.31937	10.6904
3851	3129	57.21176	10.6904
3852	3129	57.10414	10.6904
3853	3129	56.99652	10.6904
3854	3129	56.88891	10.6904
3855	3129	56.78129	10.6904
3856	3129	56.67368	10.6904
3857	3129	56.56606	10.6904
3858	3129	56.45844	10.6904
3859	3129	56.35083	10.6904
3860	3129	56.24321	10.6904
3861	3129	56.1356	10.6904
3862	3129	56.02798	10.6904
3863	3129	55.9704	10.6904
3864	3129	55.9304	10.6904
3865	3129	55.8904	10.6904
3866	3129	55.8504	10.6904
3867	3129	55.8104	10.6904
3868	3129	55.7704	10.6904
3869	3129	55.7304	10.6904
3870	3129	55.6904	10.6904
3871	3129	55.6504	10.6904
3872	3129	55.6104	10.6904
3873	3129	55.5704	10.6904
3874	3129	55.5304	10.6904
3875	3129	55.4904	10.6904
3876	3129	55.4504	10.6904
3877	3129	55.4104	10.6904
3878	3129	55.3704	10.6904
3879	3129	55.3304	10.6904
3880	3129	55.2904	10.6904
3881	3129	55.2504	10.6904
3882	3129	55.2104	10.6904
3883	3129	55.1704	10.6904
3884	3129	55.1304	10.6904
3885	3129	55.0904	10.6904
3886	3129	55.0504	10.6904
3887	3129	55.0104	10.6904
3888	3129	54.99084	10.69956
3889	3129	54.97845	10.71195
3890	3129	54.96607	10.72433
3891	3129	54.95368	10.73672
3892	3129	54.9413	10.7491
3893	3129	54.92892	10.76148
3894	3129	54.91653	10.77387
3895	3129	54.90415	10.78625
3896	3129	54.89177	10.79864
3897	3129	54.87938	10.81102
3898	3129	54.867	10.8234
3899	3129	54.85461	10.83579
3900	3129	54.84223	10.84817
3901	3129	54.82985	10.86056
3902	3129	54.81746	10.87294
3903	3129	54.80508	10.88532
3904	3129	54.79269	10.89771
3815	3130	62.94235	10.08005
3816	3130	62.75313	10.10927
3817	3130	62.56392	10.13848
3818	3130	62.3747	10.1677
3819	3130	62.18549	10.19692
3820	3130	61.99627	10.22613
3821	3130	61.80705	10.25535
3822	3130	61.61784	10.28456
3823	3130	61.42862	10.31378
3824	3130	61.2394	10.343
3825	3130	61.05019	10.37221
3826	3130	60.86097	10.40143
3827	3130	60.67176	10.43064
3828	3130	60.48254	10.45986
3829	3130	60.29332	10.48908
3830	3130	60.10411	10.51829
3831	3130	59.91489	10.54751
3832	3130	59.72568	10.57672
3833	3130	59.53646	10.60594
