Col	Row	ESRI	RMS
3835	3101	59.57273	10
3836	3101	59.4471	10
3837	3101	59.32146	10
3838	3101	59.2296	10
3839	3101	59.1496	10
3840	3101	59.0696	10
3841	3101	58.9896	10
3842	3101	58.9096	10
3843	3101	58.8296	10
3844	3101	58.7496	10
3845	3101	58.6696	10
3846	3101	58.5896	10
3847	3101	58.5096	10
3848	3101	58.4296	10
3849	3101	58.3496	10
3850	3101	58.2696	10
3851	3101	58.1896	10
3852	3101	58.1096	10
3853	3101	58.0296	10
3854	3101	57.9496	10
3855	3101	57.8696	10
3856	3101	57.7896	10
3857	3101	57.7096	10
3858	3101	57.6296	10
3859	3101	57.5496	10
3860	3101	57.4696	10
3861	3101	57.3896	10
3862	3101	57.3096	10
3863	3101	57.24648	10
3864	3101	57.1893	10
3865	3101	57.13211	10
3866	3101	57.07493	10
3867	3101	57.01775	10
3868	3101	56.96056	10
3869	3101	56.90338	10
3870	3101	56.8462	10
3871	3101	56.78901	10
3872	3101	56.73183	10
3873	3101	56.67464	10
3874	3101	56.61746	10
3875	3101	56.56028	10
3876	3101	56.50309	10
3877	3101	56.44591	10
3878	3101	56.38873	10
3879	3101	56.33154	10
3880	3101	56.27436	10
3881	3101	56.21717	10
3882	3101	56.15999	10
3883	3101	56.1028	10
3884	3101	56.04562	10
3885	3101	55.98844	10
3886	3101	55.93125	10
3887	3101	55.87407	10
3888	3101	55.81688	10.01688
3889	3101	55.7597	10.0397
3890	3101	55.70251	10.06252
3891	3101	55.64533	10.08533
3892	3101	55.58815	10.10815
3893	3101	55.53096	10.13096
3894	3101	55.47378	10.15378
3895	3101	55.4166	10.1766
3896	3101	55.35941	10.19941
3897	3101	55.30223	10.22223
3898	3101	55.24504	10.24504
3899	3101	55.18786	10.26786
3900	3101	55.13068	10.29068
3901	3101	55.07349	10.31349
3902	3101	55.01631	10.33631
3903	3101	54.95913	10.35912
3904	3101	54.90194	10.38194
3815	3102	62.0366	10
3816	3102	61.90777	10
3817	3102	61.77893	10
3818	3102	61.6501	10
3819	3102	61.52127	10
3820	3102	61.39244	10
3821	3102	61.26361	10
3822	3102	61.13478	10
3823	3102	61.00594	10
3824	3102	60.87711	10
3825	3102	60.74828	10
3826	3102	60.61945	10
3827	3102	60.49062	10
3828	3102	60.36179	10
3829	3102	60.23295	10
3830	3102	60.10412	10
3831	3102	59.97529	10
3832	3102	59.84645	10
3833	3102	59.71762	10
3834	3102	59.58879	10
3835	3102	59.45996	10
3836	3102	59.33113	10
3837	3102	59.2023	10
3838	3102	59.1096	10
3839	3102	59.0296	10
3840	3102	58.9496	10
3841	3102	58.8696	10
3842	3102	58.7896	10
3843	3102	58.7096	10
3844	3102	58.6296	10
3845	3102	58.5496	10
3846	3102	58.4696	10
3847	3102	58.3896	10
3848	3102	58.3096	10
3849	3102	58.2296	10
3850	3102	58.1496	10
3851	3102	58.0696	10
3852	3102	57.9896	10
3853	3102	57.9096	10
3854	3102	57.8296	10
3855	3102	57.7496	10
3856	3102	57.6696	10
3857	3102	57.5896	10
3858	3102	57.5096	10
3859	3102	57.4296	10
3860	3102	57.3496	10
3861	3102	57.2696	10
3862	3102	57.1896	10
3863	3102	57.12767	10
3864	3102	57.07208	10
3865	3102	57.0165	10
3866	3102	56.96091	10
3867	3102	56.90533	10
3868	3102	56.84975	10
3869	3102	56.79416	10
3870	3102	56.73858	10
3871	3102	56.68299	10
3872	3102	56.62741	10
3873	3102	56.57183	10
3874	3102	56.51624	10
3875	3102	56.46066	10
3876	3102	56.40508	10
3877	3102	56.34949	10
3878	3102	56.29391	10
3879	3102	56.23832	10
3880	3102	56.18274	10
3881	3102	56.12716	10
3882	3102	56.07157	10
3883	3102	56.01599	10
3884	3102	55.9604	10
3885	3102	55.90482	10
3886	3102	55.84924	10
3887	3102	55.79365	10
3888	3102	55.73807	10.01807
3889	3102	55.68248	10.04248
3890	3102	55.6269	10.0669
3891	3102	55.57132	10.09132
3892	3102	55.51573	10.11573
3893	3102	55.46015	10.14015
3894	3102	55.40456	10.16456
3895	3102	55.34898	10.18898
3896	3102	55.2934	10.2134
3897	3102	55.23781	10.23781
3898	3102	55.18223	10.26223
3899	3102	55.12664	10.28664
3900	3102	55.07106	10.31106
3901	3102	55.01548	10.33548
3902	3102	54.95989	10.35989
3903	3102	54.90431	10.38431
3904	3102	54.84872	10.40872
3815	3103	61.98783	10
3816	3103	61.8558	10
3817	3103	61.72377	10
3818	3103	61.59174	10
3819	3103	61.45971	10
3820	3103	61.32767	10
3821	3103	61.19564	10
3822	3103	61.06361	10
3823	3103	60.93158	10
3824	3103	60.79955	10
3825	3103	60.66751	10
3826	3103	60.53548	10
3827	3103	60.40345	10
3828	3103	60.27142	10
3829	3103	60.13939	10
3830	3103	60.00735	10
3831	3103	59.87532	10
3832	3103	59.74329	10
3833	3103	59.61126	10
3834	3103	59.47923	10
3835	3103	59.34719	10
3836	3103	59.21516	10
3837	3103	59.08313	10
3838	3103	58.9896	10
3839	3103	58.9096	10
3840	3103	58.8296	10
3841	3103	58.7496	10
3842	3103	58.6696	10
3843	3103	58.5896	10
3844	3103	58.5096	10
3845	3103	58.4296	10
3846	3103	58.3496	10
3847	3103	58.2696	10
3848	3103	58.1896	10
3849	3103	58.1096	10
3850	3103	58.0296	10
3851	3103	57.9496	10
3852	3103	57.8696	10
3853	3103	57.7896	10
3854	3103	57.7096	10
3855	3103	57.6296	10
3856	3103	57.5496	10
3857	3103	57.4696	10
3858	3103	57.3896	10
3859	3103	57.3096	10
3860	3103	57.2296	10
3861	3103	57.1496	10
3862	3103	57.0696	10
3863	3103	57.00885	10
3864	3103	56.95487	10
3865	3103	56.90088	10
3866	3103	56.8469	10
3867	3103	56.79292	10
3868	3103	56.73893	10
3869	3103	56.68495	10
3870	3103	56.63096	10
3871	3103	56.57698	10
3872	3103	56.52299	10
3873	3103	56.46901	10
3874	3103	56.41503	10
3875	3103	56.36104	10
3876	3103	56.30706	10
3877	3103	56.25307	10
3878	3103	56.19909	10
3879	3103	56.14511	10
3880	3103	56.09113	10
3881	3103	56.03714	10
3882	3103	55.98315	10
3883	3103	55.92917	10
3884	3103	55.87519	10
3885	3103	55.82121	10
3886	3103	55.76722	10
3887	3103	55.71323	10
3888	3103	55.65925	10.01925
3889	3103	55.60527	10.04527
3890	3103	55.55128	10.07128
3891	3103	55.4973	10.0973
3892	3103	55.44332	10.12332
3893	3103	55.38933	10.14933
3894	3103	55.33535	10.17535
3895	3103	55.28136	10.20136
3896	3103	55.22738	10.22738
3897	3103	55.1734	10.2534
3898	3103	55.11941	10.27941
3899	3103	55.06543	10.30543
3900	3103	55.01144	10.33144
3901	3103	54.95746	10.35746
3902	3103	54.90348	10.38348
3903	3103	54.84949	10.40949
3904	3103	54.79551	10.43551
3815	3104	61.93906	10
3816	3104	61.80383	10
3817	3104	61.6686	10
3818	3104	61.53337	10
3819	3104	61.39814	10
3820	3104	61.26291	10
3821	3104	61.12767	10
3822	3104	60.99244	10
3823	3104	60.85721	10
3824	3104	60.72198	10
3825	3104	60.58675	10
3826	3104	60.45151	10
3827	3104	60.31628	10
3828	3104	60.18105	10
3829	3104	60.04581	10
3830	3104	59.91058	10
3831	3104	59.77535	10
3832	3104	59.64012	10
3833	3104	59.50489	10
3834	3104	59.36966	10
3835	3104	59.23442	10
3836	3104	59.09919	10
3837	3104	58.96396	10
3838	3104	58.8696	10
3839	3104	58.7896	10
3840	3104	58.7096	10
3841	3104	58.6296	10
3842	3104	58.5496	10
3843	3104	58.4696	10
3844	3104	58.3896	10
3845	3104	58.3096	10
3846	3104	58.2296	10
3847	3104	58.1496	10
3848	3104	58.0696	10
3849	3104	57.9896	10
3850	3104	57.9096	10
3851	3104	57.8296	10
3852	3104	57.7496	10
3853	3104	57.6696	10
3854	3104	57.5896	10
3855	3104	57.5096	10
3856	3104	57.4296	10
3857	3104	57.3496	10
3858	3104	57.2696	10
3859	3104	57.1896	10
3860	3104	57.1096	10
3861	3104	57.0296	10
3862	3104	56.9496	10
3863	3104	56.89004	10
3864	3104	56.83765	10
3865	3104	56.78527	10
3866	3104	56.73288	10
3867	3104	56.6805	10
3868	3104	56.62812	10
3869	3104	56.57573	10
3870	3104	56.52335	10
3871	3104	56.47096	10
3872	3104	56.41858	10
3873	3104	56.3662	10
3874	3104	56.31381	10
3875	3104	56.26143	10
3876	3104	56.20905	10
3877	3104	56.15666	10
3878	3104	56.10427	10
3879	3104	56.05189	10
3880	3104	55.99951	10
3881	3104	55.94712	10
3882	3104	55.89474	10
3883	3104	55.84236	10
3884	3104	55.78997	10
3885	3104	55.73759	10
3886	3104	55.6852	10
3887	3104	55.63282	10
3888	3104	55.58044	10.02044
3889	3104	55.52805	10.04805
3890	3104	55.47567	10.07567
3891	3104	55.42328	10.10328
3892	3104	55.3709	10.1309
3893	3104	55.31852	10.15852
3894	3104	55.26613	10.18613
3895	3104	55.21375	10.21375
3896	3104	55.16137	10.24136
3897	3104	55.10898	10.26898
3898	3104	55.05659	10.2966
3899	3104	55.00421	10.32421
3900	3104	54.95183	10.35183
3901	3104	54.89944	10.37944
3902	3104	54.84706	10.40706
3903	3104	54.79468	10.43468
3904	3104	54.74229	10.46229
3815	3105	61.8903	10
3816	3105	61.75187	10
3817	3105	61.61343	10
3818	3105	61.475	10
3819	3105	61.33657	10
3820	3105	61.19814	10
3821	3105	61.0597	10
3822	3105	60.92127	10
3823	3105	60.78284	10
3824	3105	60.64441	10
3825	3105	60.50598	10
3826	3105	60.36755	10
3827	3105	60.22911	10
3828	3105	60.09068	10
3829	3105	59.95225	10
3830	3105	59.81382	10
3831	3105	59.67538	10
3832	3105	59.53695	10
3833	3105	59.39852	10
3834	3105	59.26009	10
3835	3105	59.12165	10
3836	3105	58.98322	10
3837	3105	58.84479	10
3838	3105	58.7496	10
3839	3105	58.6696	10
3840	3105	58.5896	10
3841	3105	58.5096	10
3842	3105	58.4296	10
3843	3105	58.3496	10
3844	3105	58.2696	10
3845	3105	58.1896	10
3846	3105	58.1096	10
3847	3105	58.0296	10
3848	3105	57.9496	10
3849	3105	57.8696	10
3850	3105	57.7896	10
3851	3105	57.7096	10
3852	3105	57.6296	10
3853	3105	57.5496	10
3854	3105	57.4696	10
3855	3105	57.3896	10
3856	3105	57.3096	10
3857	3105	57.2296	10
3858	3105	57.1496	10
3859	3105	57.0696	10
3860	3105	56.9896	10
3861	3105	56.9096	10
3862	3105	56.8296	10
3863	3105	56.77122	10
3864	3105	56.72044	10
3865	3105	56.66965	10
3866	3105	56.61887	10
3867	3105	56.56808	10
3868	3105	56.5173	10
3869	3105	56.46651	10
3870	3105	56.41573	10
3871	3105	56.36495	10
3872	3105	56.31416	10
3873	3105	56.26338	10
3874	3105	56.2126	10
3875	3105	56.16181	10
3876	3105	56.11103	10
3877	3105	56.06025	10
3878	3105	56.00946	10
3879	3105	55.95868	10
3880	3105	55.90789	10
3881	3105	55.85711	10
3882	3105	55.80632	10
3883	3105	55.75554	10
3884	3105	55.70476	10
3885	3105	55.65397	10
3886	3105	55.60319	10
3887	3105	55.5524	10
3888	3105	55.50162	10.02162
3889	3105	55.45084	10.05084
3890	3105	55.40005	10.08005
3891	3105	55.34927	10.10927
3892	3105	55.29848	10.13848
3893	3105	55.2477	10.1677
3894	3105	55.19691	10.19692
3895	3105	55.14613	10.22613
3896	3105	55.09535	10.25535
3897	3105	55.04456	10.28456
3898	3105	54.99378	10.31378
3899	3105	54.943	10.343
3900	3105	54.89221	10.37221
3901	3105	54.84143	10.40143
3902	3105	54.79065	10.43064
3903	3105	54.73986	10.45986
3904	3105	54.68908	10.48908
3815	3106	61.84153	10
3816	3106	61.6999	10
3817	3106	61.55827	10
3818	3106	61.41663	10
3819	3106	61.275	10
3820	3106	61.13337	10
3821	3106	60.99174	10
3822	3106	60.85011	10
3823	3106	60.70847	10
3824	3106	60.56684	10
3825	3106	60.42521	10
3826	3106	60.28358	10
3827	3106	60.14194	10
3828	3106	60.00031	10
3829	3106	59.85868	10
3830	3106	59.71705	10
3831	3106	59.57542	10
3832	3106	59.43378	10
3833	3106	59.29215	10
3834	3106	59.15052	10
3835	3106	59.00889	10
3836	3106	58.86726	10
3837	3106	58.72562	10
3838	3106	58.6296	10
3839	3106	58.5496	10
3840	3106	58.4696	10
3841	3106	58.3896	10
3842	3106	58.3096	10
3843	3106	58.2296	10
3844	3106	58.1496	10
3845	3106	58.0696	10
3846	3106	57.9896	10
3847	3106	57.9096	10
3848	3106	57.8296	10
3849	3106	57.7496	10
3850	3106	57.6696	10
3851	3106	57.5896	10
3852	3106	57.5096	10
3853	3106	57.4296	10
3854	3106	57.3496	10
3855	3106	57.2696	10
3856	3106	57.1896	10
3857	3106	57.1096	10
3858	3106	57.0296	10
3859	3106	56.9496	10
3860	3106	56.8696	10
3861	3106	56.7896	10
3862	3106	56.7096	10
3863	3106	56.6524	10
3864	3106	56.60322	10
3865	3106	56.55404	10
3866	3106	56.50485	10
3867	3106	56.45567	10
3868	3106	56.40648	10
3869	3106	56.3573	10
3870	3106	56.30812	10
3871	3106	56.25893	10
3872	3106	56.20975	10
3873	3106	56.16056	10
3874	3106	56.11138	10
3875	3106	56.06219	10
3876	3106	56.01301	10
3877	3106	55.96383	10
3878	3106	55.91464	10
3879	3106	55.86546	10
3880	3106	55.81628	10
3881	3106	55.76709	10
3882	3106	55.71791	10
3883	3106	55.66872	10
3884	3106	55.61954	10
3885	3106	55.57035	10
3886	3106	55.52117	10
3887	3106	55.47199	10
3888	3106	55.4228	10.0228
3889	3106	55.37362	10.05362
3890	3106	55.32444	10.08444
3891	3106	55.27525	10.11525
3892	3106	55.22607	10.14607
3893	3106	55.17688	10.17688
3894	3106	55.1277	10.2077
3895	3106	55.07851	10.23852
3896	3106	55.02933	10.26933
3897	3106	54.98015	10.30015
3898	3106	54.93097	10.33096
3899	3106	54.88178	10.36178
3900	3106	54.8326	10.3926
3901	3106	54.78341	10.42341
3902	3106	54.73423	10.45423
3903	3106	54.68504	10.48504
3904	3106	54.63586	10.51586
3815	3107	61.79276	10
3816	3107	61.64793	10
3817	3107	61.5031	10
3818	3107	61.35826	10
3819	3107	61.21343	10
3820	3107	61.0686	10
3821	3107	60.92377	10
3822	3107	60.77893	10
3823	3107	60.63411	10
3824	3107	60.48927	10
3825	3107	60.34444	10
3826	3107	60.19961	10
3827	3107	60.05478	10
3828	3107	59.90994	10
3829	3107	59.76511	10
3830	3107	59.62028	10
3831	3107	59.47545	10
3832	3107	59.33062	10
3833	3107	59.18578	10
3834	3107	59.04095	10
3835	3107	58.89612	10
3836	3107	58.75129	10
3837	3107	58.60646	10
3838	3107	58.5096	10
3839	3107	58.4296	10
3840	3107	58.3496	10
3841	3107	58.2696	10
3842	3107	58.1896	10
3843	3107	58.1096	10
3844	3107	58.0296	10
3845	3107	57.9496	10
3846	3107	57.8696	10
3847	3107	57.7896	10
3848	3107	57.7096	10
3849	3107	57.6296	10
3850	3107	57.5496	10
3851	3107	57.4696	10
3852	3107	57.3896	10
3853	3107	57.3096	10
3854	3107	57.2296	10
3855	3107	57.1496	10
3856	3107	57.0696	10
3857	3107	56.9896	10
3858	3107	56.9096	10
3859	3107	56.8296	10
3860	3107	56.7496	10
3861	3107	56.6696	10
3862	3107	56.5896	10
3863	3107	56.53359	10
3864	3107	56.486	10
3865	3107	56.43842	10
3866	3107	56.39083	10
3867	3107	56.34325	10
3868	3107	56.29567	10
3869	3107	56.24809	10
3870	3107	56.2005	10
3871	3107	56.15292	10
3872	3107	56.10533	10
3873	3107	56.05775	10
3874	3107	56.01016	10
3875	3107	55.96258	10
3876	3107	55.915	10
3877	3107	55.86741	10
3878	3107	55.81983	10
3879	3107	55.77224	10
3880	3107	55.72466	10
3881	3107	55.67707	10
3882	3107	55.62949	10
3883	3107	55.58191	10
3884	3107	55.53432	10
3885	3107	55.48674	10
3886	3107	55.43916	10
3887	3107	55.39157	10
3888	3107	55.34399	10.02399
3889	3107	55.2964	10.0564
3890	3107	55.24882	10.08882
3891	3107	55.20124	10.12124
3892	3107	55.15365	10.15365
3893	3107	55.10607	10.18607
3894	3107	55.05848	10.21848
3895	3107	55.0109	10.2509
3896	3107	54.96331	10.28332
3897	3107	54.91573	10.31573
3898	3107	54.86815	10.34815
3899	3107	54.82056	10.38056
3900	3107	54.77298	10.41298
3901	3107	54.7254	10.4454
3902	3107	54.67781	10.47781
3903	3107	54.63023	10.51023
3904	3107	54.58265	10.54264
3815	3108	61.74399	10
3816	3108	61.59596	10
3817	3108	61.44793	10
3818	3108	61.2999	10
3819	3108	61.15186	10
3820	3108	61.00383	10
3821	3108	60.8558	10
3822	3108	60.70777	10
3823	3108	60.55974	10
3824	3108	60.41171	10
3825	3108	60.26367	10
3826	3108	60.11564	10
3827	3108	59.96761	10
3828	3108	59.81958	10
3829	3108	59.67154	10
3830	3108	59.52351	10
3831	3108	59.37548	10
3832	3108	59.22745	10
3833	3108	59.07942	10
3834	3108	58.93139	10
3835	3108	58.78335	10
3836	3108	58.63532	10
3837	3108	58.48729	10
3838	3108	58.3896	10
3839	3108	58.3096	10
3840	3108	58.2296	10
3841	3108	58.1496	10
3842	3108	58.0696	10
3843	3108	57.9896	10
3844	3108	57.9096	10
3845	3108	57.8296	10
3846	3108	57.7496	10
3847	3108	57.6696	10
3848	3108	57.5896	10
3849	3108	57.5096	10
3850	3108	57.4296	10
3851	3108	57.3496	10
3852	3108	57.2696	10
3853	3108	57.1896	10
3854	3108	57.1096	10
