Col,Row,Surface,Thickness,Bed
2626,1895,-9999,-9999,-502
2627,1895,-9999,-9999,-507
2628,1895,-9999,-9999,-512
2629,1895,-9999,-9999,-518
2630,1895,15,50,-522
2631,1895,16,53,-526
2632,1895,17,60,-530
2633,1895,19,75,-532
2634,1895,21,98,-534
2635,1895,24,125,-535
2636,1895,27,151,-538
2637,1895,29,168,-540
2638,1895,30,177,-541
2639,1895,31,181,-541
2640,1895,31,184,-541
2641,1895,32,187,-540
2642,1895,32,187,-539
2643,1895,32,186,-537
2644,1895,31,182,-536
2645,1895,31,174,-534
2646,1895,30,162,-531
2647,1895,28,151,-529
2648,1895,28,144,-526
2649,1895,27,139,-522
2650,1895,27,134,-519
2651,1895,26,126,-515
2652,1895,26,121,-511
2653,1895,25,118,-506
2654,1895,25,116,-501
2655,1895,26,118,-497
2656,1895,27,128,-492
2657,1895,28,139,-487
2658,1895,29,141,-482
2659,1895,29,144,-476
2660,1895,30,150,-470
2661,1895,30,151,-464
2662,1895,30,149,-459
2663,1895,29,144,-453
2664,1895,29,139,-447
2665,1895,28,135,-442
2666,1895,28,131,-437
2667,1895,28,129,-431
2668,1895,28,128,-425
2669,1895,28,130,-419
2670,1895,28,131,-413
2671,1895,28,131,-407
2672,1895,28,130,-402
2673,1895,27,126,-397
2674,1895,27,121,-391
2675,1895,26,117,-385
2676,1895,26,114,-379
2677,1895,26,114,-373
2678,1895,26,114,-368
2679,1895,26,114,-362
2680,1895,26,109,-358
2681,1895,25,105,-352
2592,1896,-9999,-9999,-334
2593,1896,-9999,-9999,-320
2594,1896,-9999,-9999,-307
2595,1896,-9999,-9999,-300
2596,1896,-9999,-9999,-299
2597,1896,-9999,-9999,-299
2598,1896,-9999,-9999,-299
2599,1896,-9999,-9999,-299
2600,1896,-9999,-9999,-299
2601,1896,-9999,-9999,-300
2602,1896,-9999,-9999,-306
2603,1896,-9999,-9999,-323
2604,1896,-9999,-9999,-342
2605,1896,-9999,-9999,-359
2606,1896,-9999,-9999,-375
2607,1896,-9999,-9999,-384
2608,1896,-9999,-9999,-392
2609,1896,-9999,-9999,-402
2610,1896,-9999,-9999,-413
2611,1896,-9999,-9999,-422
2612,1896,-9999,-9999,-431
2613,1896,-9999,-9999,-442
2614,1896,-9999,-9999,-450
2615,1896,-9999,-9999,-455
2616,1896,-9999,-9999,-460
2617,1896,-9999,-9999,-468
2618,1896,-9999,-9999,-476
2619,1896,-9999,-9999,-485
2620,1896,-9999,-9999,-487
2621,1896,-9999,-9999,-488
2622,1896,-9999,-9999,-488
2623,1896,-9999,-9999,-489
2624,1896,-9999,-9999,-490
2625,1896,-9999,-9999,-492
2626,1896,-9999,-9999,-496
2627,1896,-9999,-9999,-500
2628,1896,-9999,-9999,-504
2629,1896,-9999,-9999,-509
2630,1896,16,50,-512
2631,1896,16,52,-516
2632,1896,17,61,-520
2633,1896,19,78,-523
2634,1896,22,103,-525
2635,1896,25,132,-526
2636,1896,28,159,-528
2637,1896,30,179,-530
2638,1896,31,188,-531
2639,1896,32,192,-532
2640,1896,32,195,-533
2641,1896,33,196,-533
2642,1896,33,195,-531
2643,1896,32,191,-530
2644,1896,32,184,-529
2645,1896,31,172,-528
2646,1896,29,158,-526
2647,1896,28,146,-523
2648,1896,27,139,-521
2649,1896,27,134,-518
2650,1896,26,127,-515
2651,1896,25,118,-511
2652,1896,25,111,-507
2653,1896,24,106,-502
2654,1896,24,104,-498
2655,1896,25,108,-493
2656,1896,26,118,-488
2657,1896,27,129,-483
2658,1896,28,133,-479
2659,1896,28,139,-473
2660,1896,29,144,-467
2661,1896,29,147,-461
2662,1896,30,147,-455
2663,1896,29,144,-450
2664,1896,29,141,-444
2665,1896,29,137,-438
2666,1896,28,133,-433
2667,1896,28,132,-427
2668,1896,28,130,-421
2669,1896,28,131,-415
2670,1896,28,131,-409
2671,1896,28,133,-403
2672,1896,28,131,-398
2673,1896,27,127,-393
2674,1896,27,121,-387
2675,1896,26,116,-381
2676,1896,26,111,-375
2677,1896,25,108,-370
2678,1896,25,107,-364
2679,1896,25,105,-358
2680,1896,25,102,-353
2681,1896,24,98,-349
2592,1897,-9999,-9999,-337
2593,1897,-9999,-9999,-324
2594,1897,-9999,-9999,-310
2595,1897,-9999,-9999,-300
2596,1897,-9999,-9999,-299
2597,1897,-9999,-9999,-300
2598,1897,-9999,-9999,-300
2599,1897,-9999,-9999,-299
2600,1897,-9999,-9999,-300
2601,1897,-9999,-9999,-299
2602,1897,-9999,-9999,-302
2603,1897,-9999,-9999,-318
2604,1897,-9999,-9999,-338
2605,1897,-9999,-9999,-355
2606,1897,-9999,-9999,-370
2607,1897,-9999,-9999,-379
2608,1897,-9999,-9999,-387
2609,1897,-9999,-9999,-400
2610,1897,-9999,-9999,-410
2611,1897,-9999,-9999,-420
2612,1897,-9999,-9999,-429
2613,1897,-9999,-9999,-440
2614,1897,-9999,-9999,-449
2615,1897,-9999,-9999,-454
2616,1897,-9999,-9999,-458
2617,1897,-9999,-9999,-466
2618,1897,-9999,-9999,-474
2619,1897,-9999,-9999,-482
2620,1897,-9999,-9999,-483
2621,1897,-9999,-9999,-482
2622,1897,-9999,-9999,-482
2623,1897,-9999,-9999,-482
2624,1897,-9999,-9999,-483
2625,1897,-9999,-9999,-485
2626,1897,-9999,-9999,-488
2627,1897,-9999,-9999,-491
2628,1897,-9999,-9999,-495
2629,1897,-9999,-9999,-500
2630,1897,15,48,-504
2631,1897,16,50,-508
2632,1897,17,58,-511
2633,1897,19,75,-515
2634,1897,22,101,-517
2635,1897,25,132,-519
2636,1897,28,160,-520
2637,1897,30,181,-522
2638,1897,32,192,-525
2639,1897,33,198,-526
2640,1897,33,203,-527
2641,1897,33,203,-527
2642,1897,33,199,-527
2643,1897,33,192,-526
2644,1897,31,180,-524
2645,1897,30,165,-523
2646,1897,28,150,-522
2647,1897,27,139,-520
2648,1897,27,134,-517
2649,1897,26,129,-514
2650,1897,26,123,-511
2651,1897,25,113,-507
2652,1897,24,102,-503
2653,1897,23,93,-498
2654,1897,23,90,-494
2655,1897,23,95,-489
2656,1897,25,104,-484
2657,1897,26,114,-478
2658,1897,27,121,-474
2659,1897,28,129,-469
2660,1897,28,137,-462
2661,1897,29,142,-456
2662,1897,29,145,-450
2663,1897,29,143,-445
2664,1897,29,140,-439
2665,1897,28,136,-433
2666,1897,28,131,-428
2667,1897,28,132,-423
2668,1897,27,127,-417
2669,1897,27,126,-411
2670,1897,27,127,-405
2671,1897,28,129,-399
2672,1897,28,128,-394
2673,1897,27,123,-388
2674,1897,26,116,-383
2675,1897,26,110,-377
2676,1897,25,105,-371
2677,1897,25,102,-365
2678,1897,25,100,-360
2679,1897,24,98,-354
2680,1897,24,95,-349
2681,1897,24,91,-344
2592,1898,-9999,-9999,-342
2593,1898,-9999,-9999,-329
2594,1898,-9999,-9999,-315
2595,1898,-9999,-9999,-302
2596,1898,-9999,-9999,-299
2597,1898,-9999,-9999,-300
2598,1898,-9999,-9999,-300
2599,1898,-9999,-9999,-299
2600,1898,-9999,-9999,-300
2601,1898,-9999,-9999,-299
2602,1898,-9999,-9999,-300
2603,1898,-9999,-9999,-312
2604,1898,-9999,-9999,-330
2605,1898,-9999,-9999,-347
2606,1898,-9999,-9999,-362
2607,1898,-9999,-9999,-371
2608,1898,-9999,-9999,-380
2609,1898,-9999,-9999,-393
2610,1898,-9999,-9999,-405
2611,1898,-9999,-9999,-415
2612,1898,-9999,-9999,-425
2613,1898,-9999,-9999,-436
2614,1898,-9999,-9999,-446
2615,1898,-9999,-9999,-450
2616,1898,-9999,-9999,-455
2617,1898,-9999,-9999,-462
2618,1898,-9999,-9999,-469
2619,1898,-9999,-9999,-474
2620,1898,-9999,-9999,-475
2621,1898,-9999,-9999,-475
2622,1898,-9999,-9999,-474
2623,1898,-9999,-9999,-475
2624,1898,-9999,-9999,-476
2625,1898,-9999,-9999,-477
2626,1898,-9999,-9999,-480
2627,1898,-9999,-9999,-483
2628,1898,-9999,-9999,-486
2629,1898,-9999,-9999,-490
2630,1898,15,47,-494
2631,1898,16,48,-499
2632,1898,17,54,-503
2633,1898,19,70,-507
2634,1898,22,97,-510
2635,1898,25,128,-512
2636,1898,28,156,-514
2637,1898,30,176,-516
2638,1898,32,188,-519
2639,1898,32,195,-520
2640,1898,33,200,-521
2641,1898,33,201,-521
2642,1898,33,197,-521
2643,1898,32,187,-521
2644,1898,31,173,-519
2645,1898,29,156,-518
2646,1898,28,142,-517
2647,1898,27,133,-515
2648,1898,26,127,-512
2649,1898,26,123,-508
2650,1898,25,117,-505
2651,1898,24,106,-501
2652,1898,23,92,-497
2653,1898,22,81,-492
2654,1898,22,78,-488
2655,1898,22,82,-483
2656,1898,23,90,-478
2657,1898,24,98,-473
2658,1898,26,108,-468
2659,1898,27,119,-463
2660,1898,28,130,-457
2661,1898,29,138,-451
2662,1898,29,142,-445
2663,1898,29,141,-440
2664,1898,29,137,-435
2665,1898,28,132,-429
2666,1898,28,127,-424
2667,1898,28,125,-418
2668,1898,27,121,-413
2669,1898,27,120,-406
2670,1898,27,118,-400
2671,1898,27,118,-394
2672,1898,27,117,-389
2673,1898,26,113,-383
2674,1898,26,107,-379
2675,1898,25,103,-373
2676,1898,25,99,-367
2677,1898,24,96,-361
2678,1898,24,94,-356
2679,1898,24,91,-350
2680,1898,23,88,-345
2681,1898,23,85,-340
2592,1899,-9999,-9999,-345
2593,1899,-9999,-9999,-332
2594,1899,-9999,-9999,-319
2595,1899,-9999,-9999,-307
2596,1899,-9999,-9999,-300
2597,1899,-9999,-9999,-299
2598,1899,-9999,-9999,-300
2599,1899,-9999,-9999,-299
2600,1899,-9999,-9999,-300
2601,1899,-9999,-9999,-300
2602,1899,-9999,-9999,-300
2603,1899,-9999,-9999,-305
2604,1899,-9999,-9999,-321
2605,1899,-9999,-9999,-339
2606,1899,-9999,-9999,-355
2607,1899,-9999,-9999,-363
2608,1899,-9999,-9999,-371
2609,1899,-9999,-9999,-385
2610,1899,-9999,-9999,-398
2611,1899,-9999,-9999,-409
2612,1899,-9999,-9999,-418
2613,1899,-9999,-9999,-429
2614,1899,-9999,-9999,-439
2615,1899,-9999,-9999,-445
2616,1899,-9999,-9999,-449
2617,1899,-9999,-9999,-455
2618,1899,-9999,-9999,-463
2619,1899,-9999,-9999,-466
2620,1899,-9999,-9999,-466
2621,1899,-9999,-9999,-466
2622,1899,-9999,-9999,-466
2623,1899,-9999,-9999,-466
2624,1899,-9999,-9999,-467
2625,1899,-9999,-9999,-469
2626,1899,-9999,-9999,-471
2627,1899,-9999,-9999,-473
2628,1899,-9999,-9999,-477
2629,1899,-9999,-9999,-480
2630,1899,16,50,-485
2631,1899,16,51,-492
2632,1899,17,56,-496
2633,1899,19,70,-500
2634,1899,21,96,-502
2635,1899,25,125,-504
2636,1899,27,150,-506
2637,1899,29,168,-509
2638,1899,31,178,-510
2639,1899,31,184,-512
2640,1899,32,188,-513
2641,1899,32,189,-515
2642,1899,32,185,-513
2643,1899,31,177,-512
2644,1899,30,164,-511
2645,1899,28,148,-510
2646,1899,27,135,-508
2647,1899,26,126,-506
2648,1899,26,121,-503
2649,1899,25,115,-500
2650,1899,25,110,-497
2651,1899,24,102,-494
2652,1899,22,87,-489
2653,1899,21,74,-485
2654,1899,21,75,-481
2655,1899,22,77,-477
2656,1899,22,81,-472
2657,1899,23,87,-467
2658,1899,24,97,-462
2659,1899,26,110,-457
2660,1899,27,123,-452
2661,1899,28,134,-446
2662,1899,29,141,-440
2663,1899,29,139,-435
2664,1899,28,133,-429
2665,1899,28,127,-424
2666,1899,27,122,-419
2667,1899,27,118,-414
2668,1899,26,115,-408
2669,1899,26,112,-402
2670,1899,26,110,-396
2671,1899,26,108,-390
2672,1899,25,106,-385
2673,1899,25,103,-379
2674,1899,25,99,-374
2675,1899,24,95,-369
2676,1899,24,93,-363
2677,1899,24,90,-357
2678,1899,23,87,-352
2679,1899,23,84,-346
2680,1899,23,82,-341
2681,1899,23,79,-336
2592,1900,-9999,-9999,-347
2593,1900,-9999,-9999,-335
2594,1900,-9999,-9999,-324
2595,1900,-9999,-9999,-315
2596,1900,-9999,-9999,-306
2597,1900,-9999,-9999,-300
2598,1900,-9999,-9999,-299
2599,1900,-9999,-9999,-299
2600,1900,-9999,-9999,-300
2601,1900,-9999,-9999,-300
2602,1900,-9999,-9999,-299
2603,1900,-9999,-9999,-300
2604,1900,-9999,-9999,-312
2605,1900,-9999,-9999,-330
2606,1900,-9999,-9999,-348
2607,1900,-9999,-9999,-356
2608,1900,-9999,-9999,-364
2609,1900,-9999,-9999,-378
2610,1900,-9999,-9999,-390
2611,1900,-9999,-9999,-401
2612,1900,-9999,-9999,-411
2613,1900,-9999,-9999,-421
2614,1900,-9999,-9999,-430
2615,1900,-9999,-9999,-436
2616,1900,-9999,-9999,-442
2617,1900,-9999,-9999,-448
2618,1900,-9999,-9999,-454
2619,1900,-9999,-9999,-455
2620,1900,-9999,-9999,-455
2621,1900,-9999,-9999,-455
2622,1900,-9999,-9999,-456
2623,1900,-9999,-9999,-456
2624,1900,-9999,-9999,-458
2625,1900,-9999,-9999,-459
2626,1900,-9999,-9999,-461
2627,1900,-9999,-9999,-464
2628,1900,-9999,-9999,-467
2629,1900,16,55,-471
2630,1900,16,54,-475
2631,1900,17,57,-480
2632,1900,17,64,-484
2633,1900,19,77,-488
2634,1900,22,99,-492
2635,1900,24,124,-494
2636,1900,27,145,-496
2637,1900,28,160,-498
2638,1900,30,169,-499
2639,1900,30,172,-501
2640,1900,30,174,-502
2641,1900,30,174,-503
2642,1900,30,171,-502
2643,1900,30,165,-502
2644,1900,29,153,-501
2645,1900,27,140,-499
2646,1900,26,129,-498
2647,1900,25,122,-496
2648,1900,25,116,-495
2649,1900,24,111,-492
2650,1900,24,108,-489
2651,1900,24,102,-486
2652,1900,23,91,-482
2653,1900,22,81,-478
2654,1900,21,78,-475
2655,1900,21,75,-470
2656,1900,22,76,-466
2657,1900,22,80,-461
2658,1900,23,90,-456
2659,1900,25,102,-452
2660,1900,26,117,-447
2661,1900,28,131,-442
2662,1900,29,140,-436
2663,1900,28,137,-430
2664,1900,28,129,-425
2665,1900,27,121,-419
2666,1900,26,115,-414
2667,1900,26,111,-409
2668,1900,25,106,-404
2669,1900,25,104,-398
2670,1900,25,101,-392
2671,1900,24,99,-386
2672,1900,24,97,-380
2673,1900,24,94,-375
2674,1900,24,91,-369
2675,1900,23,88,-365
2676,1900,23,85,-359
2677,1900,23,82,-353
2678,1900,22,80,-348
2679,1900,22,77,-343
2680,1900,22,75,-337
2681,1900,22,72,-332
2592,1901,-9999,-9999,-346
2593,1901,-9999,-9999,-337
2594,1901,-9999,-9999,-327
2595,1901,-9999,-9999,-319
2596,1901,-9999,-9999,-311
2597,1901,-9999,-9999,-304
2598,1901,-9999,-9999,-301
2599,1901,-9999,-9999,-300
2600,1901,-9999,-9999,-300
2601,1901,-9999,-9999,-300
2602,1901,-9999,-9999,-300
2603,1901,-9999,-9999,-300
2604,1901,-9999,-9999,-306
2605,1901,-9999,-9999,-322
2606,1901,-9999,-9999,-340
2607,1901,-9999,-9999,-349
2608,1901,-9999,-9999,-357
2609,1901,-9999,-9999,-369
2610,1901,-9999,-9999,-381
2611,1901,-9999,-9999,-393
2612,1901,-9999,-9999,-404
2613,1901,-9999,-9999,-413
2614,1901,-9999,-9999,-421
2615,1901,-9999,-9999,-426
2616,1901,-9999,-9999,-431
2617,1901,-9999,-9999,-435
2618,1901,-9999,-9999,-438
2619,1901,-9999,-9999,-441
2620,1901,-9999,-9999,-443
2621,1901,-9999,-9999,-444
2622,1901,-9999,-9999,-445
2623,1901,-9999,-9999,-446
2624,1901,-9999,-9999,-448
2625,1901,-9999,-9999,-450
2626,1901,-9999,-9999,-452
2627,1901,-9999,-9999,-454
2628,1901,-9999,-9999,-456
2629,1901,17,59,-459
2630,1901,17,60,-463
2631,1901,17,64,-468
2632,1901,18,71,-474
2633,1901,20,84,-478
2634,1901,22,102,-481
2635,1901,24,122,-483
2636,1901,26,140,-485
2637,1901,28,152,-486
2638,1901,28,159,-488
2639,1901,29,160,-489
2640,1901,29,162,-491
2641,1901,29,161,-492
2642,1901,29,157,-493
2643,1901,28,151,-493
2644,1901,27,141,-492
2645,1901,26,132,-490
2646,1901,26,124,-489
2647,1901,25,117,-489
2648,1901,24,111,-487
2649,1901,24,110,-485
2650,1901,24,109,-483
2651,1901,24,105,-480
2652,1901,23,97,-477
2653,1901,22,87,-474
2654,1901,22,82,-469
2655,1901,21,75,-465
2656,1901,21,73,-461
2657,1901,22,76,-456
2658,1901,23,83,-451
2659,1901,24,95,-447
2660,1901,25,108,-442
2661,1901,27,121,-437
2662,1901,28,130,-431
2663,1901,27,128,-426
2664,1901,27,121,-420
2665,1901,26,113,-415
2666,1901,25,107,-409
2667,1901,25,101,-404
2668,1901,24,97,-399
2669,1901,24,93,-394
2670,1901,23,90,-388
2671,1901,23,89,-382
2672,1901,23,87,-376
2673,1901,23,85,-371
2674,1901,23,83,-365
2675,1901,22,80,-360
2676,1901,22,77,-355
2677,1901,22,75,-349
2678,1901,21,72,-344
2679,1901,21,71,-338
2680,1901,21,68,-333
2681,1901,21,64,-328
2592,1902,-9999,-9999,-345
2593,1902,-9999,-9999,-338
2594,1902,-9999,-9999,-329
2595,1902,-9999,-9999,-321
2596,1902,-9999,-9999,-314
2597,1902,-9999,-9999,-307
2598,1902,-9999,-9999,-303
2599,1902,-9999,-9999,-300
2600,1902,-9999,-9999,-300
2601,1902,-9999,-9999,-300
2602,1902,-9999,-9999,-300
2603,1902,-9999,-9999,-299
2604,1902,-9999,-9999,-301
2605,1902,-9999,-9999,-315
2606,1902,-9999,-9999,-331
2607,1902,-9999,-9999,-341
2608,1902,-9999,-9999,-350
2609,1902,-9999,-9999,-361
2610,1902,-9999,-9999,-373
2611,1902,-9999,-9999,-384
2612,1902,-9999,-9999,-393
2613,1902,-9999,-9999,-403
2614,1902,-9999,-9999,-410
2615,1902,-9999,-9999,-413
2616,1902,-9999,-9999,-415
2617,1902,-9999,-9999,-421
2618,1902,-9999,-9999,-424
2619,1902,-9999,-9999,-427
2620,1902,-9999,-9999,-430
2621,1902,-9999,-9999,-432
2622,1902,-9999,-9999,-434
2623,1902,-9999,-9999,-436
2624,1902,-9999,-9999,-438
2625,1902,-9999,-9999,-440
2626,1902,-9999,-9999,-442
2627,1902,-9999,-9999,-444
2628,1902,-9999,-9999,-446
2629,1902,17,63,-448
2630,1902,18,64,-452
2631,1902,18,69,-456
2632,1902,19,77,-461
2633,1902,20,87,-465
2634,1902,22,102,-468
2635,1902,24,119,-471
2636,1902,25,133,-475
2637,1902,26,142,-477
2638,1902,27,147,-478
2639,1902,27,149,-480
2640,1902,28,151,-482
2641,1902,28,151,-485
2642,1902,27,146,-485
2643,1902,27,140,-485
2644,1902,26,131,-485
2645,1902,25,122,-485
2646,1902,25,118,-484
2647,1902,24,114,-482
2648,1902,24,111,-481
2649,1902,25,111,-480
2650,1902,25,112,-478
2651,1902,24,107,-475
2652,1902,23,97,-472
2653,1902,22,86,-468
2654,1902,21,79,-465
2655,1902,21,71,-460
2656,1902,21,69,-456
2657,1902,21,70,-452
2658,1902,22,77,-447
2659,1902,23,86,-442
2660,1902,24,98,-437
2661,1902,25,108,-432
2662,1902,26,115,-427
2663,1902,26,115,-421
2664,1902,25,110,-416
2665,1902,25,104,-410
2666,1902,24,97,-405
2667,1902,24,92,-399
2668,1902,23,86,-394
2669,1902,22,82,-389
2670,1902,22,78,-383
2671,1902,22,78,-378
2672,1902,22,76,-372
2673,1902,22,74,-366
2674,1902,22,73,-361
2675,1902,21,71,-356
2676,1902,21,68,-351
2677,1902,21,66,-346
2678,1902,21,65,-340
2679,1902,21,63,-334
2680,1902,20,60,-329
2681,1902,20,57,-324
2592,1903,-9999,-9999,-345
2593,1903,-9999,-9999,-338
2594,1903,-9999,-9999,-330
2595,1903,-9999,-9999,-321
2596,1903,-9999,-9999,-314
2597,1903,-9999,-9999,-308
2598,1903,-9999,-9999,-304
2599,1903,-9999,-9999,-301
2600,1903,-9999,-9999,-300
2601,1903,-9999,-9999,-300
2602,1903,-9999,-9999,-300
2603,1903,-9999,-9999,-299
2604,1903,-9999,-9999,-300
2605,1903,-9999,-9999,-309
2606,1903,-9999,-9999,-323
2607,1903,-9999,-9999,-333
2608,1903,-9999,-9999,-342
2609,1903,-9999,-9999,-354
2610,1903,-9999,-9999,-364
2611,1903,-9999,-9999,-375
2612,1903,-9999,-9999,-381
2613,1903,-9999,-9999,-388
2614,1903,-9999,-9999,-398
2615,1903,-9999,-9999,-400
2616,1903,-9999,-9999,-401
2617,1903,-9999,-9999,-408
2618,1903,-9999,-9999,-410
2619,1903,-9999,-9999,-414
2620,1903,-9999,-9999,-418
2621,1903,-9999,-9999,-421
2622,1903,-9999,-9999,-424
2623,1903,-9999,-9999,-426
2624,1903,-9999,-9999,-428
2625,1903,-9999,-9999,-430
2626,1903,-9999,-9999,-432
2627,1903,-9999,-9999,-434
2628,1903,-9999,-9999,-436
2629,1903,18,66,-438
2630,1903,18,69,-443
2631,1903,19,74,-446
2632,1903,19,81,-451
2633,1903,20,90,-457
2634,1903,22,102,-461
2635,1903,24,117,-464
2636,1903,25,128,-467
2637,1903,26,134,-469
2638,1903,26,138,-471
2639,1903,26,140,-473
2640,1903,27,142,-475
2641,1903,27,142,-478
2642,1903,27,138,-479
2643,1903,26,133,-479
2644,1903,25,125,-480
2645,1903,25,119,-480
2646,1903,25,117,-477
2647,1903,25,114,-476
2648,1903,24,112,-475
2649,1903,24,111,-474
2650,1903,24,110,-471
2651,1903,24,105,-469
2652,1903,23,93,-465
2653,1903,22,82,-462
2654,1903,21,74,-458
2655,1903,20,67,-454
2656,1903,20,63,-450
2657,1903,20,64,-445
2658,1903,21,68,-441
2659,1903,22,78,-436
2660,1903,23,88,-431
2661,1903,24,96,-426
2662,1903,24,101,-421
2663,1903,25,103,-416
2664,1903,24,100,-410
2665,1903,24,94,-405
2666,1903,23,88,-400
2667,1903,23,83,-394
2668,1903,22,78,-389
2669,1903,22,74,-385
2670,1903,21,71,-379
2671,1903,21,68,-374
2672,1903,20,64,-368
2673,1903,20,61,-362
2674,1903,20,61,-357
2675,1903,20,59,-352
2676,1903,20,57,-346
2677,1903,20,56,-342
2678,1903,20,57,-336
2679,1903,20,57,-331
2680,1903,19,56,-325
2681,1903,19,55,-320
2592,1904,-9999,-9999,-345
2593,1904,-9999,-9999,-338
2594,1904,-9999,-9999,-330
2595,1904,-9999,-9999,-321
2596,1904,-9999,-9999,-315
2597,1904,-9999,-9999,-309
2598,1904,-9999,-9999,-304
2599,1904,-9999,-9999,-302
2600,1904,-9999,-9999,-300
2601,1904,-9999,-9999,-300
2602,1904,-9999,-9999,-299
2603,1904,-9999,-9999,-299
2604,1904,-9999,-9999,-300
2605,1904,-9999,-9999,-306
2606,1904,-9999,-9999,-318
2607,1904,-9999,-9999,-327
2608,1904,-9999,-9999,-336
2609,1904,-9999,-9999,-349
2610,1904,-9999,-9999,-358
2611,1904,-9999,-9999,-366
2612,1904,-9999,-9999,-374
2613,1904,-9999,-9999,-380
2614,1904,-9999,-9999,-388
2615,1904,-9999,-9999,-390
2616,1904,-9999,-9999,-391
2617,1904,-9999,-9999,-398
2618,1904,-9999,-9999,-401
2619,1904,-9999,-9999,-404
2620,1904,-9999,-9999,-408
2621,1904,-9999,-9999,-411
2622,1904,-9999,-9999,-414
2623,1904,-9999,-9999,-416
2624,1904,-9999,-9999,-419
2625,1904,-9999,-9999,-421
2626,1904,-9999,-9999,-423
2627,1904,-9999,-9999,-425
2628,1904,-9999,-9999,-428
2629,1904,18,70,-431
2630,1904,19,73,-436
2631,1904,19,79,-438
2632,1904,20,87,-442
2633,1904,21,95,-447
2634,1904,22,106,-451
2635,1904,24,118,-455
2636,1904,25,125,-458
2637,1904,25,130,-461
2638,1904,25,132,-463
2639,1904,26,135,-465
2640,1904,26,137,-467
2641,1904,26,136,-469
2642,1904,26,135,-470
2643,1904,26,132,-471
2644,1904,26,129,-471
2645,1904,26,127,-470
2646,1904,25,121,-469
2647,1904,25,116,-467
2648,1904,25,113,-466
2649,1904,24,110,-465
2650,1904,24,105,-463
2651,1904,23,99,-460
2652,1904,23,90,-457
2653,1904,22,81,-454
2654,1904,21,73,-450
2655,1904,20,65,-446
2656,1904,20,59,-442
2657,1904,20,58,-438
2658,1904,20,62,-434
2659,1904,21,72,-429
2660,1904,22,82,-425
2661,1904,23,88,-420
2662,1904,23,92,-416
2663,1904,24,93,-411
2664,1904,23,92,-405
2665,1904,23,87,-400
2666,1904,22,81,-395
2667,1904,22,75,-390
2668,1904,21,73,-385
2669,1904,21,71,-380
2670,1904,21,67,-375
2671,1904,20,63,-369
2672,1904,20,59,-363
2673,1904,19,54,-358
2674,1904,19,51,-353
2675,1904,18,47,-347
2676,1904,18,44,-342
2677,1904,18,44,-337
2678,1904,19,50,-332
2679,1904,19,53,-327
2680,1904,18,55,-321
2681,1904,18,56,-315
2592,1905,-9999,-9999,-345
2593,1905,-9999,-9999,-338
2594,1905,-9999,-9999,-330
2595,1905,-9999,-9999,-322
2596,1905,-9999,-9999,-315
2597,1905,-9999,-9999,-309
2598,1905,-9999,-9999,-305
2599,1905,-9999,-9999,-302
2600,1905,-9999,-9999,-300
2601,1905,-9999,-9999,-300
2602,1905,-9999,-9999,-300
2603,1905,-9999,-9999,-300
2604,1905,-9999,-9999,-300
2605,1905,-9999,-9999,-302
2606,1905,-9999,-9999,-314
2607,1905,-9999,-9999,-320
2608,1905,-9999,-9999,-328
2609,1905,-9999,-9999,-341
2610,1905,-9999,-9999,-351
2611,1905,-9999,-9999,-356
2612,1905,-9999,-9999,-365
2613,1905,-9999,-9999,-369
2614,1905,-9999,-9999,-377
2615,1905,-9999,-9999,-378
2616,1905,-9999,-9999,-380
2617,1905,-9999,-9999,-389
2618,1905,-9999,-9999,-392
2619,1905,-9999,-9999,-395
2620,1905,-9999,-9999,-398
2621,1905,-9999,-9999,-401
2622,1905,-9999,-9999,-404
2623,1905,-9999,-9999,-407
2624,1905,-9999,-9999,-409
2625,1905,-9999,-9999,-412
2626,1905,-9999,-9999,-414
2627,1905,-9999,-9999,-416
2628,1905,-9999,-9999,-418
2629,1905,19,74,-421
2630,1905,19,79,-425
2631,1905,20,86,-429
2632,1905,21,95,-432
2633,1905,22,104,-438
2634,1905,23,112,-443
2635,1905,24,120,-447
2636,1905,24,124,-450
2637,1905,25,127,-453
2638,1905,25,130,-454
2639,1905,26,133,-455
2640,1905,26,136,-457
2641,1905,26,137,-459
2642,1905,26,136,-460
2643,1905,26,134,-461
2644,1905,26,132,-460
2645,1905,26,129,-460
2646,1905,25,122,-459
2647,1905,25,117,-458
2648,1905,25,115,-456
2649,1905,25,112,-455
2650,1905,24,107,-454
2651,1905,23,101,-451
2652,1905,23,94,-448
2653,1905,22,87,-446
2654,1905,21,79,-442
2655,1905,21,68,-439
2656,1905,20,59,-436
2657,1905,20,57,-432
2658,1905,20,61,-428
2659,1905,21,70,-424
2660,1905,22,79,-419
2661,1905,22,84,-415
2662,1905,23,85,-411
2663,1905,23,86,-406
2664,1905,23,85,-401
2665,1905,22,80,-396
2666,1905,22,75,-391
2667,1905,21,69,-386
2668,1905,21,68,-380
2669,1905,21,68,-376
2670,1905,21,66,-371
2671,1905,20,61,-365
2672,1905,20,57,-360
2673,1905,19,53,-354
2674,1905,18,49,-348
2675,1905,18,46,-343
2676,1905,18,45,-337
2677,1905,17,45,-333
2678,1905,18,50,-328
2679,1905,17,54,-322
2680,1905,17,56,-317
2681,1905,17,58,-311
2592,1906,-9999,-9999,-344
2593,1906,-9999,-9999,-336
