Col,Row,Surface,Thickness,Bed
2626,1970,24,-9999,-409
2660,1874,25,104,-511
2647,1896,28,146,-523
2643,1921,33,197,-351
2652,1905,23,94,-448
2598,1887,16,-9999,-299
2660,1968,268,527,-259
2635,1934,27,143,-323
2657,1950,25,131,-234
2644,1968,20,-9999,-416
2665,1967,433,638,-205
2607,1876,16,-9999,-360
2652,1943,20,134,-281
2595,1972,25,-9999,-428
2640,1975,57,-9999,-497
2674,1959,560,622,-62
2678,1959,623,704,-81
2621,1912,23,-9999,-348
2649,1935,34,202,-304
2592,1950,24,-9999,-300
2653,1967,22,295,-311
2596,1918,23,-9999,-304
2657,1912,22,82,-392
2599,1909,20,-9999,-298
2600,1965,25,-9999,-450
2609,1953,25,-9999,-366
2613,1961,26,-9999,-450
2630,1913,28,160,-364
2604,1884,16,-9999,-343
2653,1905,22,87,-446
2630,1928,29,160,-323
2658,1961,68,317,-249
2605,1946,25,-9999,-318
2639,1898,32,195,-520
2610,1904,22,-9999,-358
2672,1877,19,45,-445
2614,1896,16,-9999,-450
2675,1898,25,103,-373
2618,1971,26,-9999,-439
2662,1904,23,92,-416
2679,1970,696,908,-212
2622,1947,27,-9999,-341
2593,1955,25,-9999,-320
2672,1956,481,564,-83
2631,1883,13,-9999,-527
2676,1972,648,877,-229
2681,1882,23,83,-387
2639,1928,27,137,-326
2667,1883,24,92,-455
2627,1968,24,-9999,-375
2614,1930,28,174,-314
2636,1922,32,192,-340
2623,1960,27,-9999,-376
2611,1968,25,-9999,-439
2605,1888,16,-9999,-381
2606,1909,22,-9999,-283
2641,1965,20,-9999,-375
2628,1921,26,138,-332
2603,1937,23,-9999,-310
2636,1888,23,113,-564
2624,1912,23,112,-356
2645,1950,26,149,-318
2615,1902,23,-9999,-413
2616,1976,26,-9999,-403
2620,1920,29,170,-322
2671,1902,22,78,-378
2646,1876,22,97,-545
2617,1918,23,112,-317
2650,1975,57,-9999,-305
2620,1911,23,-9999,-349
2637,1967,20,-9999,-362
2608,1879,16,-9999,-360
2625,1967,24,-9999,-411
2612,1927,28,172,-313
2663,1951,77,270,-193
2634,1975,20,-9999,-395
2651,1919,34,204,-360
2638,1879,14,68,-543
2654,1894,26,123,-506
2626,1895,15,-9999,-502
2680,1961,668,763,-95
2625,1880,13,-9999,-482
2642,1942,30,179,-320
2629,1904,18,70,-431
2664,1942,13,179,-223
2655,1964,29,343,-326
2673,1880,20,58,-433
2626,1942,26,79,-332
2660,1910,21,73,-392
2643,1949,24,127,-327
2665,1897,28,136,-433
2652,1877,27,130,-535
2640,1909,26,133,-424
2598,1915,20,-9999,-294
2648,1972,21,-9999,-431
2635,1962,22,-9999,-350
2661,1938,25,156,-255
2665,1931,38,240,-276
2607,1896,16,-9999,-384
2669,1971,499,793,-294
2640,1939,31,180,-322
2599,1928,22,-9999,-304
2678,1923,23,89,-257
2621,1948,27,-9999,-342
2609,1916,21,-9999,-284
2653,1971,56,311,-255
2596,1938,24,-9999,-302
2674,1882,20,58,-422
2600,1929,22,-9999,-304
2661,1908,22,80,-400
2604,1969,25,-9999,-434
2670,1922,36,218,-296
2613,1933,28,189,-313
2630,1893,15,49,-532
2618,1909,23,-9999,-352
2605,1901,22,-9999,-322
2622,1877,11,-9999,-443
2593,1901,21,-9999,-337
2666,1901,25,107,-409
2653,1877,28,140,-532
2670,1901,23,90,-388
2662,1933,36,213,-274
2672,1905,20,57,-360
2614,1908,22,-9999,-324
2679,1942,288,415,-127
2622,1975,20,-9999,-416
2667,1974,481,767,-286
2597,1935,23,-9999,-303
2676,1928,30,161,-255
2619,1951,26,-9999,-347
2681,1910,14,54,-288
2594,1927,22,-9999,-316
2627,1964,24,-9999,-353
2614,1942,25,96,-323
2602,1958,25,-9999,-444
2636,1958,23,-9999,-351
2624,1958,27,-9999,-360
2611,1932,29,197,-312
2615,1964,26,-9999,-450
2606,1951,25,-9999,-337
2619,1917,24,123,-324
2623,1885,16,-9999,-501
2641,1929,28,146,-324
2594,1897,22,-9999,-310
2628,1908,21,95,-393
2645,1970,20,-9999,-451
2615,1906,23,-9999,-364
2616,1876,13,-9999,-412
2633,1946,27,132,-341
2620,1956,27,-9999,-371
2671,1922,36,221,-293
2646,1904,25,121,-469
2617,1946,26,-9999,-335
2634,1880,11,-9999,-530
2633,1899,19,70,-500
2650,1931,36,215,-311
2637,1875,14,-9999,-524
2654,1971,82,360,-278
2608,1907,22,-9999,-301
2625,1931,28,152,-319
2612,1947,26,-9999,-333
2663,1923,28,139,-310
2664,1891,29,139,-460
2634,1963,22,-9999,-350
2651,1883,24,109,-537
2638,1971,20,-9999,-414
2655,1907,22,78,-429
2643,1883,31,180,-560
2642,1914,27,140,-389
2629,1876,11,-9999,-485
2668,1962,451,524,-73
2655,1920,34,197,-347
2598,1925,23,-9999,-301
2660,1898,28,130,-457
2648,1906,25,115,-448
2635,1896,25,132,-526
2656,1937,19,88,-278
2647,1921,33,191,-351
2669,1909,19,52,-357
2598,1895,22,-9999,-300
2677,1974,696,873,-177
2648,1936,35,211,-305
2607,1951,25,-9999,-342
2652,1960,20,138,-295
2674,1948,366,474,-108
2661,1974,357,518,-161
2592,1879,16,-9999,-303
2669,1943,53,273,-220
2599,1964,25,-9999,-450
2644,1887,30,173,-561
2621,1952,27,-9999,-349
2666,1967,437,646,-209
2609,1944,25,-9999,-321
2653,1943,22,137,-276
2596,1974,25,-9999,-404
2613,1904,23,-9999,-380
2681,1941,303,429,-126
2674,1918,19,89,-294
2600,1893,22,-9999,-299
2661,1896,29,147,-461
2604,1941,24,129,-312
2649,1904,24,110,-465
2670,1950,299,439,-140
2601,1961,25,-9999,-450
2605,1973,25,-9999,-399
2680,1902,20,60,-329
2622,1905,21,-9999,-404
2681,1976,776,964,-188
2675,1973,644,852,-208
2662,1961,236,425,-189
2627,1898,16,-9999,-483
2672,1949,339,459,-120
2676,1917,16,67,-287
2602,1912,20,-9999,-286
2679,1914,13,50,-282
2667,1938,20,194,-239
2610,1931,29,193,-312
2597,1955,25,-9999,-334
2632,1923,29,159,-331
2623,1939,28,153,-326
2594,1963,25,-9999,-450
2627,1928,28,148,-321
2631,1968,20,-9999,-349
2602,1946,25,-9999,-309
2681,1923,18,82,-239
2624,1922,27,147,-324
2648,1970,20,-9999,-405
2615,1968,26,-9999,-444
2632,1889,18,76,-549
2636,1881,11,-9999,-543
2623,1905,21,-9999,-407
2616,1921,25,137,-315
2628,1896,16,-9999,-504
2645,1878,25,133,-550
2615,1878,16,-9999,-419
2616,1904,23,-9999,-391
2633,1974,20,-9999,-381
2603,1910,21,-9999,-287
2671,1958,483,547,-64
2608,1920,20,-9999,-293
2659,1894,29,143,-480
2646,1948,27,152,-311
2663,1878,24,97,-483
2617,1974,26,-9999,-413
2634,1916,25,132,-361
2650,1903,24,110,-471
2637,1911,27,146,-400
2654,1967,51,327,-276
2625,1943,27,56,-334
2612,1919,21,-9999,-302
2629,1959,25,-9999,-350
2663,1959,248,396,-148
2664,1887,27,127,-465
2651,1959,21,107,-301
2668,1919,26,130,-314
2638,1935,31,176,-322
2655,1879,24,102,-520
2656,1887,30,158,-511
2626,1967,24,-9999,-390
2643,1911,25,127,-409
2642,1886,28,156,-564
2668,1934,35,204,-260
2673,1888,26,108,-415
2677,1896,25,108,-370
2652,1902,23,97,-472
2660,1949,27,179,-216
2647,1957,21,100,-321
2669,1881,22,76,-449
2644,1949,25,138,-322
2677,1930,31,190,-247
2665,1970,443,754,-311
2607,1971,25,-9999,-416
2652,1932,37,225,-305
2595,1947,24,-9999,-299
2674,1920,25,124,-287
2661,1962,210,417,-207
2621,1875,11,-9999,-416
2649,1970,21,-9999,-369
2592,1907,20,-9999,-344
2596,1883,16,-9999,-300
2595,1896,22,-9999,-300
2657,1875,23,94,-521
2600,1970,25,-9999,-446
2644,1907,27,136,-442
2666,1923,32,172,-303
2609,1924,22,-9999,-306
2596,1962,25,-9999,-450
2613,1876,13,-9999,-405
2601,1908,21,-9999,-297
2674,1890,27,120,-405
2678,1914,14,54,-288
2604,1913,21,-9999,-278
2653,1900,22,81,-478
2630,1965,24,-9999,-349
2658,1922,30,158,-328
2601,1925,23,-9999,-298
2680,1930,28,227,-227
2622,1901,17,-9999,-445
2597,1893,22,-9999,-300
2608,1974,25,-9999,-399
2658,1909,20,65,-405
2675,1937,34,296,-271
2618,1948,26,-9999,-340
2662,1877,24,96,-491
2679,1961,653,747,-94
2593,1926,22,-9999,-324
2631,1910,27,151,-390
2602,1884,16,-9999,-326
2679,1886,25,99,-388
2639,1975,21,-9999,-473
2667,1918,24,104,-321
2610,1967,25,-9999,-440
2614,1967,26,-9999,-446
2636,1951,25,61,-351
2623,1975,20,-9999,-413
2631,1940,27,147,-329
2606,1886,16,-9999,-379
2628,1966,24,-9999,-350
2615,1940,25,145,-320
2603,1972,25,-9999,-408
2636,1917,26,140,-359
2605,1874,16,-9999,-352
2611,1909,22,-9999,-284
2616,1949,26,-9999,-342
2671,1877,20,51,-449
2641,1890,29,167,-560
2645,1898,29,156,-518
2617,1889,16,-9999,-462
2633,1874,14,-9999,-502
2603,1874,16,-9999,-350
2620,1900,16,-9999,-455
2637,1930,27,137,-324
2608,1964,25,-9999,-450
2659,1922,30,159,-325
2612,1964,26,-9999,-449
2646,1976,51,-9999,-507
2663,1914,22,77,-358
2634,1936,28,154,-324
2638,1912,27,149,-393
2654,1931,36,214,-303
2625,1907,21,-9999,-394
2642,1971,20,-9999,-461
2612,1875,13,-9999,-401
2629,1947,27,110,-346
2651,1923,27,133,-338
2668,1891,28,131,-437
2656,1915,27,124,-375
2626,1971,22,-9999,-412
2680,1975,755,956,-201
2660,1875,24,97,-508
2647,1899,26,126,-506
2643,1920,33,203,-356
2652,1906,23,99,-441
2598,1884,16,-9999,-300
2660,1969,277,553,-276
2635,1921,30,171,-343
2657,1949,26,132,-236
2644,1969,20,-9999,-432
2665,1966,413,613,-200
2607,1879,16,-9999,-353
2652,1936,29,155,-295
2595,1975,25,-9999,-405
2640,1960,22,-9999,-352
2674,1956,526,599,-73
2678,1956,587,678,-91
2621,1911,23,-9999,-353
2649,1934,35,211,-305
2592,1951,24,-9999,-299
2609,1879,16,-9999,-374
2653,1966,21,288,-315
2596,1919,23,-9999,-304
2657,1919,34,194,-349
2599,1908,21,-9999,-299
2600,1966,25,-9999,-450
2661,1887,28,136,-483
2598,1949,25,-9999,-299
2609,1952,25,-9999,-356
2613,1960,26,-9999,-448
2630,1918,26,135,-341
2618,1886,16,-9999,-467
2604,1885,16,-9999,-349
2666,1910,21,68,-367
2653,1904,22,81,-454
2670,1878,20,62,-450
2630,1929,30,165,-322
2658,1958,27,253,-252
2605,1945,25,-9999,-317
2639,1909,26,139,-422
2610,1905,22,-9999,-351
2672,1878,19,50,-442
2614,1897,16,-9999,-449
2675,1901,22,80,-360
2618,1968,26,-9999,-450
2662,1905,23,85,-411
2679,1933,36,273,-246
2622,1944,27,53,-334
2593,1954,25,-9999,-301
2681,1965,716,830,-114
2672,1957,495,569,-74
2631,1882,11,-9999,-523
2676,1973,663,864,-201
2681,1881,23,78,-392
2639,1931,28,149,-323
2667,1882,23,89,-458
2627,1971,20,-9999,-393
2614,1931,27,169,-313
2636,1923,32,191,-336
2623,1963,27,-9999,-407
2611,1971,25,-9999,-419
2606,1914,21,-9999,-272
2641,1964,20,-9999,-369
2628,1922,27,138,-329
2606,1961,25,-9999,-450
2603,1936,23,-9999,-310
2636,1889,24,126,-565
2624,1913,23,117,-351
2645,1949,26,148,-317
2615,1897,16,-9999,-454
2620,1921,29,168,-321
2671,1897,28,129,-399
2646,1877,24,122,-547
2617,1917,22,100,-317
2650,1972,49,-9999,-322
2620,1904,21,-9999,-408
2637,1966,20,-9999,-357
2625,1966,24,-9999,-405
2612,1920,21,-9999,-304
2663,1950,53,253,-200
2605,1964,25,-9999,-450
2634,1972,20,-9999,-364
2651,1918,33,195,-366
2638,1876,14,-9999,-531
2654,1895,25,116,-501
2626,1892,16,-9999,-514
2625,1887,16,-9999,-511
2642,1943,30,172,-322
2629,1919,26,136,-337
2664,1943,13,182,-219
2655,1967,62,431,-369
2673,1887,25,100,-417
2626,1943,27,64,-335
2660,1911,21,70,-386
2643,1948,24,127,-325
2665,1896,29,137,-438
2652,1878,25,110,-534
2640,1910,26,138,-415
2598,1912,20,-9999,-295
2648,1973,56,-9999,-425
2635,1965,22,-9999,-350
2661,1937,26,156,-259
2665,1930,40,248,-280
2607,1899,22,-9999,-363
2648,1976,51,-9999,-406
2669,1970,498,769,-271
2595,1875,16,-9999,-300
2640,1940,31,179,-321
2599,1931,22,-9999,-305
2678,1920,18,74,-266
2621,1947,27,-9999,-341
2609,1907,22,-9999,-303
2653,1970,50,313,-263
2596,1939,24,-9999,-302
2674,1883,21,64,-418
2600,1930,22,-9999,-305
2661,1907,22,79,-405
2604,1970,25,-9999,-425
2670,1923,35,207,-292
2613,1932,27,181,-313
2630,1882,11,-9999,-518
2618,1906,23,-9999,-381
2680,1875,28,129,-419
2622,1882,15,-9999,-482
2593,1900,21,-9999,-335
2666,1898,28,127,-424
2653,1876,30,161,-533
2670,1906,20,63,-366
2662,1922,31,163,-317
2627,1905,19,-9999,-416
2672,1906,19,56,-355
2614,1909,22,-9999,-315
2679,1937,105,343,-238
2622,1972,24,-9999,-446
2667,1961,425,503,-78
2597,1934,22,-9999,-303
2676,1929,31,172,-254
2619,1950,26,-9999,-345
2681,1909,15,57,-292
2594,1924,23,-9999,-319
2627,1967,24,-9999,-370
2614,1943,26,70,-325
2602,1959,25,-9999,-449
2636,1959,23,-9999,-351
2624,1959,27,-9999,-363
2611,1935,26,178,-313
2615,1967,26,-9999,-447
2619,1916,24,-9999,-326
2623,1884,16,-9999,-497
2641,1928,28,144,-326
2594,1894,22,-9999,-300
2628,1909,23,108,-386
2645,1969,20,-9999,-432
2616,1877,13,-9999,-416
2633,1945,28,148,-338
2620,1957,27,-9999,-382
2671,1933,35,207,-263
2646,1905,25,122,-459
2617,1945,26,-9999,-332
2634,1881,11,-9999,-534
2633,1898,19,70,-507
2650,1928,30,165,-319
2637,1874,13,-9999,-520
2654,1968,57,384,-327
2608,1908,22,-9999,-290
2625,1930,28,148,-319
2612,1892,16,-9999,-433
2663,1922,31,168,-313
2664,1892,29,137,-458
2634,1960,23,-9999,-350
2651,1882,23,101,-537
2638,1968,20,-9999,-380
2655,1906,21,73,-433
2643,1882,31,185,-559
2642,1915,28,148,-384
2629,1875,11,-9999,-481
2668,1963,454,543,-89
2655,1923,26,123,-331
2673,1915,18,60,-311
2660,1899,27,123,-452
2648,1907,25,116,-442
2635,1899,25,125,-504
2656,1938,20,116,-275
2643,1976,51,-9999,-587
2647,1920,34,203,-356
2669,1908,19,52,-361
2640,1874,13,-9999,-531
2598,1892,22,-9999,-299
2677,1973,684,890,-206
2648,1937,35,216,-304
2607,1950,25,-9999,-336
2652,1961,21,154,-298
2674,1949,385,492,-107
2661,1973,346,562,-216
2592,1896,22,-9999,-334
2669,1942,42,256,-214
2599,1967,25,-9999,-450
2644,1880,30,172,-553
2666,1964,411,564,-153
2609,1951,25,-9999,-349
2653,1942,25,150,-278
2596,1975,25,-9999,-401
2613,1919,20,-9999,-305
2674,1919,22,106,-290
2600,1894,22,-9999,-299
2604,1942,24,-9999,-313
2649,1911,25,113,-410
2670,1951,327,456,-129
2601,1960,25,-9999,-449
2680,1903,19,56,-325
2622,1910,23,-9999,-363
2658,1902,22,77,-447
2675,1972,627,867,-240
2662,1966,335,539,-204
2627,1901,17,-9999,-454
2672,1950,362,475,-113
2676,1918,18,76,-284
2602,1913,20,-9999,-285
2679,1909,16,61,-305
2667,1941,10,214,-225
2610,1928,28,172,-312
2597,1954,25,-9999,-310
2632,1924,29,163,-329
2623,1938,28,160,-325
2594,1960,25,-9999,-449
2627,1931,29,163,-320
2631,1971,20,-9999,-353
2602,1947,25,-9999,-308
2680,1878,25,95,-407
2681,1922,17,73,-242
2624,1923,27,144,-322
2615,1971,26,-9999,-428
2632,1890,18,71,-548
2636,1882,11,47,-548
2623,1904,18,-9999,-416
2616,1922,27,145,-316
2628,1897,15,-9999,-495
2645,1877,23,106,-547
2616,1905,23,-9999,-380
2633,1973,20,-9999,-372
2603,1897,22,-9999,-318
2671,1953,407,498,-91
2608,1921,20,-9999,-296
2659,1897,28,129,-469
2646,1949,27,156,-312
2606,1973,25,-9999,-400
2617,1973,26,-9999,-420
2634,1917,26,133,-355
2650,1900,24,108,-489
2637,1910,26,143,-407
2654,1964,20,307,-324
2680,1952,568,645,-77
2625,1942,27,78,-332
2612,1912,22,-9999,-289
2629,1958,26,-9999,-350
2663,1958,230,371,-141
2651,1958,21,100,-298
2668,1912,19,50,-347
2638,1932,28,151,-323
2655,1878,25,107,-522
2626,1964,24,-9999,-367
2643,1910,25,127,-419
2642,1887,29,163,-565
2668,1935,33,194,-255
2673,1895,27,126,-397
2677,1911,15,60,-307
2652,1903,23,93,-465
2660,1950,27,188,-206
2647,1956,21,98,-318
2669,1880,22,78,-451
2644,1950,25,141,-323
2677,1929,30,173,-248
2665,1969,446,724,-278
2607,1970,25,-9999,-423
2652,1933,36,217,-302
2595,1946,24,-9999,-299
2674,1921,28,142,-283
2661,1961,190,401,-211
2621,1874,11,-9999,-397
2649,1969,20,-9999,-363
2592,1908,20,-9999,-344
2595,1899,22,-9999,-307
2657,1874,23,93,-524
2599,1875,16,-9999,-300
2600,1971,25,-9999,-437
2644,1916,29,157,-377
2666,1920,30,165,-315
2596,1963,25,-9999,-450
2613,1875,13,-9999,-403
2601,1915,20,-9999,-287
2674,1891,27,123,-403
2678,1915,14,53,-284
2604,1914,20,-9999,-277
2649,1875,24,111,-543
2653,1899,21,74,-485
2630,1954,26,-9999,-351
2658,1923,26,125,-324
2605,1955,25,-9999,-384
2601,1924,23,-9999,-296
2680,1931,32,249,-228
2597,1892,22,-9999,-300
2658,1906,20,63,-423
2675,1936,33,280,-269
2618,1949,26,-9999,-342
2679,1960,645,737,-92
2598,1952,25,-9999,-299
2593,1925,22,-9999,-326
2631,1905,20,86,-429
2676,1874,20,54,-441
2602,1885,16,-9999,-330
2679,1881,22,73,-401
2639,1974,20,-9999,-460
2667,1905,21,69,-386
2610,1964,25,-9999,-449
2614,1964,26,-9999,-450
2632,1952,26,-9999,-353
2636,1944,29,163,-335
2623,1974,20,-9999,-422
2606,1942,25,110,-315
2631,1943,27,146,-336
2606,1887,16,-9999,-388
2628,1967,24,-9999,-354
2615,1943,26,78,-325
2603,1975,25,-9999,-400
2636,1918,27,144,-355
2611,1908,22,-9999,-291
2616,1950,26,-9999,-344
2671,1876,20,53,-453
2641,1889,29,165,-565
2645,1897,30,165,-523
2617,1888,16,-9999,-460
2603,1877,16,-9999,-340
2620,1901,17,-9999,-443
2637,1929,27,138,-324
2608,1965,25,-9999,-449
2659,1925,24,101,-311
2612,1965,26,-9999,-449
2663,1909,22,83,-386
2634,1937,29,163,-326
2638,1913,27,149,-386
2654,1928,30,164,-313
2625,1906,21,-9999,-403
2642,1968,20,-9999,-411
2612,1884,16,-9999,-415
2629,1946,27,113,-342
2651,1922,29,155,-342
2668,1884,23,91,-448
2656,1916,29,145,-368
2626,1968,24,-9999,-396
2660,1884,29,143,-491
2647,1898,27,133,-515
2673,1941,92,303,-211
2643,1923,30,164,-341
2665,1907,21,69,-387
2652,1907,24,101,-437
2598,1885,16,-9999,-299
2660,1970,286,566,-280
2673,1960,547,599,-52
2635,1920,28,155,-346
2657,1948,26,134,-239
2644,1970,20,-9999,-449
2665,1965,395,584,-189
2607,1878,16,-9999,-354
2652,1937,28,154,-293
2595,1974,25,-9999,-407
2640,1961,21,-9999,-354
2674,1957,540,607,-67
2678,1957,601,686,-85
2621,1910,23,-9999,-360
2649,1933,36,221,-308
2592,1936,23,-9999,-299
2609,1878,16,-9999,-374
2653,1965,20,274,-311
2596,1912,20,-9999,-304
2657,1918,32,180,-355
2599,1911,20,-9999,-294
2600,1967,25,-9999,-450
2661,1886,28,132,-484
2609,1959,25,-9999,-449
2613,1975,26,-9999,-402
2630,1919,26,136,-339
2601,1879,16,-9999,-311
2618,1887,16,-9999,-471
2604,1886,16,-9999,-357
2666,1911,21,66,-362
2670,1879,21,66,-447
2630,1934,27,143,-324
2658,1959,35,280,-255
2605,1944,25,-9999,-316
2639,1908,25,132,-428
2610,1902,22,-9999,-373
2672,1879,20,57,-438
2614,1902,23,-9999,-410
2675,1900,23,88,-365
2618,1969,26,-9999,-449
2662,1910,23,86,-385
2679,1932,31,253,-240
2622,1945,27,-9999,-337
2593,1953,24,-9999,-299
2672,1958,507,573,-66
2631,1877,11,-9999,-502
2676,1974,677,839,-162
2681,1880,23,82,-396
2639,1930,27,141,-324
2667,1885,25,106,-451
2627,1970,22,-9999,-388
2614,1928,28,171,-313
2623,1962,27,-9999,-395
2611,1970,25,-9999,-425
2619,1875,11,-9999,-411
2606,1915,21,-9999,-275
2641,1955,23,71,-343
2628,1923,27,140,-327
2603,1939,24,-9999,-311
2636,1890,25,130,-560
2624,1914,24,126,-346
2645,1948,26,147,-316
2615,1896,16,-9999,-455
2620,1922,29,159,-321
2671,1896,28,133,-403
2646,1898,28,142,-517
2617,1916,22,-9999,-318
2650,1973,56,-9999,-315
2620,1905,23,-9999,-398
2637,1965,20,-9999,-355
2625,1965,24,-9999,-396
2659,1953,24,191,-215
2612,1921,21,-9999,-306
2663,1945,18,177,-218
2634,1973,20,-9999,-376
2651,1905,23,101,-451
2638,1877,14,-9999,-535
2654,1892,28,137,-513
2626,1893,15,-9999,-511
2625,1886,16,-9999,-509
2642,1940,31,186,-318
2629,1918,26,136,-340
2664,1944,13,185,-220
2655,1966,53,349,-296
2673,1886,24,93,-418
2626,1940,26,119,-329
2660,1904,22,82,-425
2643,1951,25,128,-329
2665,1903,24,94,-405
2652,1879,23,97,-534
2640,1911,27,142,-406
2598,1913,20,-9999,-295
2648,1974,59,-9999,-418
2607,1925,23,-9999,-304
2635,1964,22,-9999,-350
2657,1976,233,372,-139
2661,1936,28,157,-264
2665,1929,37,222,-284
2607,1898,22,-9999,-371
2669,1969,497,735,-238
2595,1874,16,-9999,-300
2640,1941,30,178,-322
2599,1930,22,-9999,-305
2678,1921,20,78,-263
2621,1946,27,-9999,-339
2609,1906,22,-9999,-323
2653,1969,31,317,-300
2596,1948,24,-9999,-299
2674,1880,20,54,-429
2600,1931,22,-9999,-306
2661,1906,22,80,-411
2604,1971,25,-9999,-417
2670,1920,31,175,-303
2613,1931,26,166,-313
2630,1883,13,-9999,-521
2601,1971,25,-9999,-434
2618,1907,23,-9999,-371
2680,1876,27,122,-415
2622,1883,16,-9999,-487
2593,1891,22,-9999,-302
2666,1899,27,122,-419
2653,1875,31,175,-534
2670,1907,20,56,-361
2662,1923,27,133,-312
2673,1953,454,531,-77
2627,1904,18,-9999,-425
2672,1907,19,56,-351
2679,1936,76,328,-252
2622,1973,24,-9999,-434
2667,1960,414,487,-73
2597,1933,22,-9999,-304
2676,1930,33,186,-253
2619,1937,28,168,-320
2681,1908,15,59,-297
2594,1925,22,-9999,-319
2627,1966,24,-9999,-365
2614,1940,25,140,-319
2602,1956,25,-9999,-401
2636,1952,24,-9999,-354
2624,1976,20,-9999,-401
2611,1934,27,182,-312
2615,1966,26,-9999,-449
2619,1919,27,152,-322
2605,1883,16,-9999,-347
2623,1887,16,-9999,-505
2641,1935,33,197,-319
2594,1895,22,-9999,-304
2628,1910,24,122,-379
2645,1968,20,-9999,-414
2616,1878,15,-9999,-420
2633,1944,28,164,-337
2620,1958,27,-9999,-393
2671,1932,36,210,-265
2605,1974,25,-9999,-400
2646,1910,25,122,-421
2617,1944,26,62,-330
2633,1897,19,75,-515
2650,1929,32,184,-318
2654,1969,56,376,-320
2608,1909,22,-9999,-282
2625,1929,28,145,-319
2612,1893,15,-9999,-434
2664,1893,28,136,-455
2634,1961,23,-9999,-350
2651,1885,25,122,-537
2638,1969,20,-9999,-390
2655,1917,31,170,-365
2643,1885,30,168,-561
2642,1912,26,132,-400
2629,1874,11,-9999,-478
2668,1956,386,463,-77
2655,1922,29,155,-336
2673,1914,18,59,-315
2648,1908,25,118,-436
2635,1898,25,128,-512
2656,1939,21,135,-272
2647,1923,28,145,-341
2669,1907,20,59,-367
2640,1875,13,53,-535
2598,1893,22,-9999,-299
2677,1972,671,897,-226
2648,1938,35,214,-304
2607,1945,25,-9999,-321
2652,1962,21,170,-300
2674,1946,326,444,-118
2661,1972,335,589,-254
2604,1950,25,-9999,-319
2592,1897,20,-9999,-337
2669,1941,19,243,-227
2599,1966,25,-9999,-450
2644,1881,31,185,-556
2666,1965,416,592,-176
2609,1950,25,-9999,-342
2653,1941,27,155,-280
2596,1968,25,-9999,-450
2613,1918,20,-9999,-303
2674,1916,16,65,-302
2600,1895,22,-9999,-299
2604,1943,25,-9999,-314
2649,1910,25,114,-419
2670,1948,240,394,-154
2601,1967,25,-9999,-450
2680,1904,18,55,-321
2622,1911,23,-9999,-357
2658,1903,21,68,-441
2675,1975,671,803,-132
2618,1926,28,151,-315
2662,1967,349,559,-210
2627,1900,16,-9999,-464
2672,1951,386,491,-105
2614,1878,16,-9999,-417
2676,1919,19,86,-280
2602,1894,22,-9999,-312
2679,1908,16,62,-309
2667,1940,13,206,-228
2610,1929,29,186,-313
2597,1953,25,-9999,-300
2632,1925,30,166,-328
2623,1949,27,-9999,-345
2594,1961,25,-9999,-450
2627,1930,29,161,-320
2631,1970,20,-9999,-350
2602,1944,24,-9999,-310
2681,1921,16,65,-244
2624,1924,27,139,-321
2628,1972,20,-9999,-381
2615,1970,26,-9999,-434
2606,1952,25,-9999,-344
2632,1891,17,60,-545
2636,1883,12,52,-551
2623,1907,21,-9999,-389
2616,1923,27,150,-317
2628,1898,15,-9999,-486
2645,1876,20,81,-545
2616,1906,23,-9999,-369
2633,1972,20,-9999,-360
2603,1896,22,-9999,-323
2671,1952,384,483,-99
2608,1922,20,-9999,-299
2659,1896,28,139,-473
2646,1938,35,214,-309
2617,1972,26,-9999,-427
2634,1914,27,151,-371
2650,1901,24,109,-483
2638,1890,28,157,-561
2637,1909,26,137,-417
2654,1965,22,322,-327
2625,1941,27,104,-330
2612,1913,22,-9999,-290
2629,1957,26,-9999,-350
2663,1953,127,294,-167
2668,1913,19,53,-342
2638,1933,29,159,-323
2626,1965,24,-9999,-375
2643,1913,25,127,-395
2642,1884,28,154,-562
2668,1928,31,174,-281
2673,1894,27,125,-401
2677,1910,16,62,-312
2652,1896,25,111,-507
2660,1951,26,198,-210
2647,1959,20,93,-328
2669,1879,22,74,-452
2644,1951,25,139,-324
2677,1928,29,157,-249
2665,1968,448,676,-228
2652,1934,34,196,-299
2595,1949,24,-9999,-300
2661,1960,170,380,-210
2649,1968,20,-9999,-356
2592,1909,20,-9999,-345
2595,1898,22,-9999,-302
2599,1874,16,-9999,-299
2600,1972,25,-9999,-426
2644,1917,30,171,-372
2666,1921,32,181,-310
2613,1874,13,-9999,-402
2681,1944,401,512,-111
2601,1914,20,-9999,-288
2674,1888,25,107,-409
2678,1912,15,57,-297
2604,1915,20,-9999,-276
2649,1874,23,102,-543
2653,1898,22,81,-492
2670,1976,557,806,-249
2630,1955,26,-9999,-351
2658,1920,34,197,-340
2601,1931,22,-9999,-306
2680,1932,43,269,-226
2597,1891,22,-9999,-300
2658,1907,20,65,-419
2675,1939,71,314,-243
2618,1946,26,-9999,-336
2679,1963,668,771,-103
2593,1924,22,-9999,-326
2631,1904,19,79,-438
2676,1875,20,53,-436
2602,1882,16,-9999,-322
2606,1922,22,-9999,-295
2679,1880,22,71,-404
2639,1969,20,-9999,-398
2667,1904,22,75,-390
2610,1965,25,-9999,-448
2614,1965,26,-9999,-449
2632,1953,26,-9999,-353
